,drug_name,Deregulated nutrient sensing count,Deregulated nutrient sensing count marg,Deregulated nutrient sensing,Deregulated nutrient sensing marg,Cmap pAGE Deregulated nutrient sensing level1,Cmap pAGE Deregulated nutrient sensing level2,Cmap pAGE Deregulated nutrient sensing level3,Cmap pAGE Deregulated nutrient sensing level4,Cmap pAGE Deregulated nutrient sensing level5,Cmap pAGE Deregulated nutrient sensing level1 z_score,Cmap pAGE Deregulated nutrient sensing level2 z_score,Cmap pAGE Deregulated nutrient sensing level3 z_score,Cmap pAGE Deregulated nutrient sensing level4 z_score,Cmap pAGE Deregulated nutrient sensing level5 z_score
2040,ethchlorvynol,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2041,evening primrose oil,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2042,qr-333,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2043,doxefazepam,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2044,"2-(3-((4,5,7-trifluorobenzo[d]thiazol-2-yl)methyl)-1h-pyrrolo[2,3-b]pyridin-1-yl)acetic acid",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2045,anti-inhibitor coagulant complex,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2046,everolimus,0,0,[],[],0.1428571428571428,0.0909090909090909,0.2307692307692307,0.1578947368421052,0.1914893617021276,0.3779644730092272,0.3015113445777636,0.8320502943378437,0.6882472016116853,1.312784923481051
2047,kb002,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2048,gantacurium,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2049,garetosmab,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2050,al5300,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2051,cpad,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2052,brivudine,0,0,[],[],-0.1428571428571428,-0.0909090909090909,0.0769230769230769,-0.1578947368421052,-0.1489361702127659,-0.3779644730092272,-0.3015113445777636,0.2773500981126146,-0.6882472016116853,-1.0210549404852618
2053,al-4623,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2054,coumarin,0,0,[],[],-0.1428571428571428,-0.2727272727272727,-0.2307692307692307,-0.0526315789473684,-0.1914893617021276,-0.3779644730092272,-0.9045340337332908,-0.8320502943378437,-0.2294157338705617,-1.312784923481051
2055,aki-001,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2056,rivanicline,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2057,implitapide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2058,quetiapine,0,0,[],[],-0.1428571428571428,-0.2727272727272727,-0.2307692307692307,-0.2631578947368421,-0.1489361702127659,-0.3779644730092272,-0.9045340337332908,-0.8320502943378437,-1.1470786693528088,-1.0210549404852618
2059,corticorelin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2060,quazepam,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2061,baclofen,0,0,[],[],0.1428571428571428,0.0909090909090909,-0.0769230769230769,-0.1578947368421052,0.1063829787234042,0.3779644730092272,0.3015113445777636,-0.2773500981126146,-0.6882472016116853,0.7293249574894728
2062,"antihemophilic factor, human recombinant",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2063,ethosuximide,0,0,[],[],-0.1428571428571428,0.0909090909090909,0.0769230769230769,0.2631578947368421,0.1063829787234042,-0.3779644730092272,0.3015113445777636,0.2773500981126146,1.1470786693528088,0.7293249574894728
2064,etofenamate,0,0,[],[],0.7142857142857143,0.4545454545454545,0.3846153846153846,0.2631578947368421,-0.0212765957446808,1.8898223650461363,1.507556722888818,1.3867504905630728,1.1470786693528088,-0.1458649914978945
2065,r673,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2066,"2-(2-{2-[2-(2-{2-[2-(2-ethoxy-ethoxy)-ethoxy]-ethoxy}-ethoxy)-ethoxy]-ethoxy}-ethoxy)-ethanol, polyethyleneglycol peg400",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2067,ethotoin,0,0,[],[],0.1428571428571428,0.1818181818181818,0.3076923076923077,0.3157894736842105,0.2127659574468085,0.3779644730092272,0.6030226891555273,1.1094003924504583,1.3764944032233706,1.4586499149789456
2068,apatorsen,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2069,dutasteride,0,0,[],[],0.4285714285714285,0.2727272727272727,0.3846153846153846,0.2631578947368421,-0.0212765957446808,1.1338934190276817,0.9045340337332908,1.3867504905630728,1.1470786693528088,-0.1458649914978945
2070,2'-monophosphoadenosine-5'-diphosphate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2071,durvalumab,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2072,ethyl hydrogen diethylamidophosphate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2073,ethyl loflazepate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2074,apadenoson,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2075,quinidine,0,0,[],[],-0.4285714285714285,-0.2727272727272727,-0.3846153846153846,-0.3684210526315789,-0.2340425531914893,-1.1338934190276817,-0.9045340337332908,-1.3867504905630728,-1.6059101370939324,-1.60451490647684
2076,ritonavir,0,0,[],[],-0.4285714285714285,-0.2727272727272727,-0.2307692307692307,-0.2631578947368421,-0.1063829787234042,-1.1338934190276817,-0.9045340337332908,-0.8320502943378437,-1.1470786693528088,-0.7293249574894728
2077,"bis-1,2-{[(z)-2carboxy-2-methyl-1,3-dioxane]-5-yloxycarbonyl}-piperazine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2078,drotaverine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2079,dronedarone,0,0,[],[],0.1428571428571428,0.0909090909090909,0.0769230769230769,0.0526315789473684,-0.1914893617021276,0.3779644730092272,0.3015113445777636,0.2773500981126146,0.2294157338705617,-1.312784923481051
2080,antithrombin alfa,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2081,etizolam,0,0,[],[],-0.1428571428571428,0.0909090909090909,0.2307692307692307,0.1578947368421052,0.1063829787234042,-0.3779644730092272,0.3015113445777636,0.8320502943378437,0.6882472016116853,0.7293249574894728
2082,domperidone,0,0,[],[],0.1428571428571428,0.2727272727272727,0.3846153846153846,0.3684210526315789,0.1489361702127659,0.3779644730092272,0.9045340337332908,1.3867504905630728,1.6059101370939324,1.0210549404852618
2083,"(2s)-2-methyl-2,3-dihydrothieno[2,3-f][1,4]oxazepin-5-amine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2084,cis-diamminechlorocholylglycinateplatinum(ii),0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2085,promethazine,0,0,[],[],0.4285714285714285,0.6363636363636364,0.5384615384615384,0.5789473684210527,0.1914893617021276,1.1338934190276817,2.1105794120443453,1.9414506867883017,2.5235730725761796,1.312784923481051
2086,fentanyl,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2087,fenoxaprop-ethyl,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2088,procyclidine,0,0,[],[],0.1428571428571428,0.0909090909090909,-0.0769230769230769,-0.1578947368421052,-0.1489361702127659,0.3779644730092272,0.3015113445777636,-0.2773500981126146,-0.6882472016116853,-1.0210549404852618
2089,profenamine,0,0,[],[],0.1428571428571428,0.4545454545454545,0.5384615384615384,0.2631578947368421,0.1063829787234042,0.3779644730092272,1.507556722888818,1.9414506867883017,1.1470786693528088,0.7293249574894728
2090,amprenavir,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2091,amrubicin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2092,fenfluramine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2093,fenethylline,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2094,amylocaine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2095,felypressin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2096,probucol,0,0,[],[],-0.4285714285714285,-0.0909090909090909,-0.0769230769230769,-0.0526315789473684,0.0638297872340425,-1.1338934190276817,-0.3015113445777636,-0.2773500981126146,-0.2294157338705617,0.4375949744936836
2097,felodipine,0,0,[],[],-0.1428571428571428,-0.0909090909090909,-0.2307692307692307,-0.2631578947368421,-0.1914893617021276,-0.3779644730092272,-0.3015113445777636,-0.8320502943378437,-1.1470786693528088,-1.312784923481051
2098,flurazepam,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2099,halcinonide,0,0,[],[],0.1428571428571428,0.0909090909090909,0.2307692307692307,-0.0526315789473684,-0.0638297872340425,0.3779644730092272,0.3015113445777636,0.8320502943378437,-0.2294157338705617,-0.4375949744936836
2100,acetoacetic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2101,acetazolamide,0,0,[],[],-0.7142857142857143,-0.4545454545454545,-0.2307692307692307,-0.3684210526315789,-0.2340425531914893,-1.8898223650461363,-1.507556722888818,-0.8320502943378437,-1.6059101370939324,-1.60451490647684
2102,levallorphan,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2103,n(6)-(pyridoxal phosphate)-l-lysine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2104,levacetylmethadol,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2105,leuprolide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2106,ferric derisomaltose,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2107,amoxicillin,0,0,[],[],-0.1428571428571428,0.2727272727272727,0.2307692307692307,0.1578947368421052,-0.0212765957446808,-0.3779644730092272,0.9045340337332908,0.8320502943378437,0.6882472016116853,-0.1458649914978945
2108,anisodamine,0,0,[],[],-0.1428571428571428,0.2727272727272727,0.3846153846153846,0.2631578947368421,-0.0212765957446808,-0.3779644730092272,0.9045340337332908,1.3867504905630728,1.1470786693528088,-0.1458649914978945
2109,2-(sec-butyl)thiazole,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2110,anisomycin,0,0,[],[],0.1428571428571428,0.0909090909090909,0.0769230769230769,0.1578947368421052,0.0212765957446808,0.3779644730092272,0.3015113445777636,0.2773500981126146,0.6882472016116853,0.1458649914978945
2111,anisotropine methylbromide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2112,exisulind,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2113,protoporphyrin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2114,"2-(beta-d-glucopyranosyl)-5-methyl-1,3,4-benzothiazole",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2115,"2-(beta-d-glucopyranosyl)-5-methyl-1,3,4-oxadiazole",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2116,propantheline,0,0,[],[],0.1428571428571428,0.0909090909090909,0.0769230769230769,0.0526315789473684,-0.1063829787234042,0.3779644730092272,0.3015113445777636,0.2773500981126146,0.2294157338705617,-0.7293249574894728
2117,fidarestat,0,0,[],[],-0.4285714285714285,-0.4545454545454545,-0.2307692307692307,-0.0526315789473684,-0.1063829787234042,-1.1338934190276817,-1.507556722888818,-0.8320502943378437,-0.2294157338705617,-0.7293249574894728
2118,fica,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2119,aminosalicylic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2120,ammonia n-13,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2121,amisulpride,0,0,[],[],0.1428571428571428,0.2727272727272727,0.0769230769230769,0.0526315789473684,-0.0638297872340425,0.3779644730092272,0.9045340337332908,0.2773500981126146,0.2294157338705617,-0.4375949744936836
2122,fexinidazole,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2123,amitriptyline,0,0,[],[],0.4285714285714285,0.4545454545454545,0.3846153846153846,0.3684210526315789,-0.0638297872340425,1.1338934190276817,1.507556722888818,1.3867504905630728,1.6059101370939324,-0.4375949744936836
2124,fesoterodine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2125,ferumoxytol,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2126,feruloyl coenzyme a,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2127,ferulic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2128,ferrous sulfate anhydrous,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2129,amlodipine,0,0,[],[],-0.4285714285714285,-0.6363636363636364,-0.5384615384615384,-0.1578947368421052,-0.1489361702127659,-1.1338934190276817,-2.1105794120443453,-1.9414506867883017,-0.6882472016116853,-1.0210549404852618
2130,leukotriene d4,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2131,leukotriene c4,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2132,leucovorin,0,0,[],[],-0.1428571428571428,0.0909090909090909,0.0769230769230769,-0.2631578947368421,-0.1063829787234042,-0.3779644730092272,0.3015113445777636,0.2773500981126146,-1.1470786693528088,-0.7293249574894728
2133,licofelone,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2134,n'-(5-chlorobenzofuran-2-carbonyl)-2-(trifluoromethyl)benzenesulfonohydrazide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2135,monofluorophosphate ion,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2136,linezolid,0,0,[],[],0.1428571428571428,0.2727272727272727,0.0769230769230769,-0.0526315789473684,0.0638297872340425,0.3779644730092272,0.9045340337332908,0.2773500981126146,-0.2294157338705617,0.4375949744936836
2137,linaclotide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2138,limaprost,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2139,moricizine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2140,lifitegrast,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2141,lidocaine,0,0,[],[],-0.7142857142857143,-0.2727272727272727,-0.0769230769230769,-0.0526315789473684,-0.0212765957446808,-1.8898223650461363,-0.9045340337332908,-0.2773500981126146,-0.2294157338705617,-0.1458649914978945
2142,morphine glucuronide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2143,morpholine-4-carboxylic acid [1-(2-benzylsulfanyl-1-formyl-ethylcarbamoyl)-2-phenyl-ethyl]-amide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2144,leucine - reduced carbonyl,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2145,lexatumumab,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2146,mosunetuzumab,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2147,motuporin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2148,"n'-(5-chloro-1,3-benzodioxol-4-yl)-n-(3-methylsulfonylphenyl)pyrimidine-2,4-diamine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2149,levosimendan,0,1,[],[1],-0.7142857142857143,-0.4545454545454545,-0.2307692307692307,-0.1578947368421052,-0.0638297872340425,-1.8898223650461363,-1.507556722888818,-0.8320502943378437,-0.6882472016116853,-0.4375949744936836
2150,levosalbutamol,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2151,levorphanol,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2152,levonorgestrel,0,0,[],[],0.4285714285714285,0.2727272727272727,0.3846153846153846,0.1578947368421052,0.1489361702127659,1.1338934190276817,0.9045340337332908,1.3867504905630728,0.6882472016116853,1.0210549404852618
2153,muromonab,0,1,[],[2],,,,,,0.0,0.0,0.0,0.0,0.0
2154,levobetaxolol,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2155,lebrikizumab,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2156,letibotulinumtoxina,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2157,leflunomide,0,0,[],[],-0.1428571428571428,-0.2727272727272727,-0.3846153846153846,-0.1578947368421052,-0.1489361702127659,-0.3779644730092272,-0.9045340337332908,-1.3867504905630728,-0.6882472016116853,-1.0210549404852618
2158,leucine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2159,"n,n-diethyl-2-[(2-thienylcarbonyl)amino]-4,5,6,7-tetrahydro-1-benzothiophene-3-carboxamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2160,"5-methoxy-n,n-dimethyltryptamine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2161,4-[(3r)-3-{[2-(4-fluorophenyl)-2-oxoethyl]amino}butyl]benzamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2162,"4-[(3r)-3-amino-4-(2,4,5-trifluorophenyl)butanoyl]-3-(2,2,2-trifluoroethyl)-1,4-diazepan-2-one",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2163,levetiracetam,0,0,[],[],0.1428571428571428,0.2727272727272727,0.3846153846153846,0.1578947368421052,0.1063829787234042,0.3779644730092272,0.9045340337332908,1.3867504905630728,0.6882472016116853,0.7293249574894728
2164,"n,n-dimethylformamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2165,letermovir,0,0,[],[],-0.1428571428571428,-0.2727272727272727,-0.2307692307692307,0.1578947368421052,0.0638297872340425,-0.3779644730092272,-0.9045340337332908,-0.8320502943378437,0.6882472016116853,0.4375949744936836
2166,lesopitron,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2167,"n-(1-benzyl-3,3,3-trifluoro-2,2-dihydroxy-propyl)-acetamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2168,"n-(1-cyanocyclopropyl)-3-({[(2s)-5-oxopyrrolidin-2-yl]methyl}sulfonyl)-n~2~-[(1s)-2,2,2-trifluoro-1-(4-fluorophenyl)ethyl]-l-alaninamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2169,lercanidipine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2170,leptin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2171,5-methyltetrahydrofolic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2172,lenvatinib,0,0,[],[],-0.1428571428571428,-0.0909090909090909,-0.0769230769230769,0.0526315789473684,-0.1063829787234042,-0.3779644730092272,-0.3015113445777636,-0.2773500981126146,0.2294157338705617,-0.7293249574894728
2173,5-phospho-d-arabinohydroxamic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2174,"n-(2,6-dimethylphenyl)-5-phenylimidazo[1,5-a]pyrazin-8-amine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2175,"5-{3-[3-(2,4-dichloro-benzoyl)-ureido]-2-methyl-phenoxy}-pentanoic acid",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2176,lemborexant,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2177,pyrazole,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2178,pyrantel,0,1,[],[5],0.4285714285714285,0.2727272727272727,0.2307692307692307,0.2631578947368421,0.3191489361702128,1.1338934190276817,0.9045340337332908,0.8320502943378437,1.1470786693528088,2.1879748724684185
2179,levomenol,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2180,prasugrel,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2181,fingolimod,0,0,[],[],-0.1428571428571428,-0.0909090909090909,-0.0769230769230769,-0.1578947368421052,-0.1063829787234042,-0.3779644730092272,-0.3015113445777636,-0.2773500981126146,-0.6882472016116853,-0.7293249574894728
2182,pralsetinib,0,1,[],[2],,,,,,0.0,0.0,0.0,0.0,0.0
2183,aminohippuric acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2184,pramlintide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2185,aminolevulinic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2186,2-({2-[(3r)-3-aminopiperidin-1-yl]-4-oxoquinazolin-3(4h)-yl}methyl)benzonitrile,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2187,finafloxacin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2188,aminooxyacetic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2189,aminophenazone,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2190,practolol,0,0,[],[],0.1428571428571428,0.2727272727272727,0.0769230769230769,0.0526315789473684,-0.2340425531914893,0.3779644730092272,0.9045340337332908,0.2773500981126146,0.2294157338705617,-1.60451490647684
2191,pradigastat,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2192,pravastatin,0,0,[],[],0.1428571428571428,-0.0909090909090909,0.0769230769230769,-0.0526315789473684,-0.0638297872340425,0.3779644730092272,-0.3015113445777636,0.2773500981126146,-0.2294157338705617,-0.4375949744936836
2193,floxuridine,0,0,[],[],0.7142857142857143,0.4545454545454545,0.2307692307692307,0.3684210526315789,0.0212765957446808,1.8898223650461363,1.507556722888818,0.8320502943378437,1.6059101370939324,0.1458649914978945
2194,fluconazole,0,0,[],[],0.1428571428571428,-0.2727272727272727,-0.0769230769230769,0.1578947368421052,0.0638297872340425,0.3779644730092272,-0.9045340337332908,-0.2773500981126146,0.6882472016116853,0.4375949744936836
2195,pioglitazone,0,0,[],[],0.4285714285714285,0.6363636363636364,0.3846153846153846,0.0526315789473684,-0.1063829787234042,1.1338934190276817,2.1105794120443453,1.3867504905630728,0.2294157338705617,-0.7293249574894728
2196,pipecuronium,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2197,pipemidic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2198,piperacillin,0,0,[],[],0.4285714285714285,0.0909090909090909,0.0769230769230769,0.0526315789473684,0.0212765957446808,1.1338934190276817,0.3015113445777636,0.2773500981126146,0.2294157338705617,0.1458649914978945
2199,piperazine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2200,2-carboxyethylphosphonic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2201,aminoglutethimide,0,0,[],[],0.1428571428571428,0.0909090909090909,-0.0769230769230769,-0.1578947368421052,0.0212765957446808,0.3779644730092272,0.3015113445777636,-0.2773500981126146,-0.6882472016116853,0.1458649914978945
2202,2-({4-[4-(pyridin-4-ylmethyl)-1h-pyrazol-3-yl]phenoxy}methyl)quinoline,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2203,putrescine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2204,"2-acetamido-2-deoxy-beta-d-glucopyranose(beta1-4)-2-acetamido-1,6-anhydro-3-o-[(r)-1-carboxyethyl]-2-deoxy-beta-d-glucopyranose-l-alanyl-gamma-d-glutamyl-meso-diaminopimelyl-d-alanine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2205,armodafinil,0,0,[],[],-0.1428571428571428,0.0909090909090909,0.2307692307692307,0.1578947368421052,0.0212765957446808,-0.3779644730092272,0.3015113445777636,0.8320502943378437,0.6882472016116853,0.1458649914978945
2206,riboflavin,0,0,[],[],-0.4285714285714285,-0.2727272727272727,-0.0769230769230769,-0.0526315789473684,-0.1914893617021276,-1.1338934190276817,-0.9045340337332908,-0.2773500981126146,-0.2294157338705617,-1.312784923481051
2207,reserpine,0,0,[],[],0.4285714285714285,0.0909090909090909,0.0769230769230769,0.2631578947368421,0.0212765957446808,1.1338934190276817,0.3015113445777636,0.2773500981126146,1.1470786693528088,0.1458649914978945
2208,antazoline,0,0,[],[],0.1428571428571428,-0.0909090909090909,-0.2307692307692307,-0.1578947368421052,-0.0212765957446808,0.3779644730092272,-0.3015113445777636,-0.8320502943378437,-0.6882472016116853,-0.1458649914978945
2209,pyridoxine,0,0,[],[],0.1428571428571428,0.0909090909090909,0.0769230769230769,-0.0526315789473684,-0.0212765957446808,0.3779644730092272,0.3015113445777636,0.2773500981126146,-0.2294157338705617,-0.1458649914978945
2210,pyridoxal phosphate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2211,porphyrin fe(iii),0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2212,"2-acetamido-2-deoxy-d-glucono-1,5-lactone",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2213,2-acetylamino-4-methyl-pentanoic acid (1-formyl-2-phenyl-ethyl)-amide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2214,"2-({[3-(3,4-dihydroisoquinolin-2(1h)-ylsulfonyl)phenyl]carbonyl}amino)benzoic acid",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2215,amiloride,0,0,[],[],0.1428571428571428,-0.0909090909090909,0.0769230769230769,0.1578947368421052,-0.1063829787234042,0.3779644730092272,-0.3015113445777636,0.2773500981126146,0.6882472016116853,-0.7293249574894728
2216,florbetaben (18f),0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2217,fleroxacin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2218,potassium chloride,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2219,flavoxate,0,0,[],[],-0.1428571428571428,-0.0909090909090909,-0.0769230769230769,-0.0526315789473684,-0.1063829787234042,-0.3779644730092272,-0.3015113445777636,-0.2773500981126146,-0.2294157338705617,-0.7293249574894728
2220,"2-({[2,3,5,6-tetrafluoro-3'-(trifluoromethoxy)biphenyl-4-yl]amino}carbonyl)cyclopenta-1,3-diene-1-carboxylic acid",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2221,amifampridine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2222,"2-({8-[(3r)-3-aminopiperidin-1-yl]-1,3-dimethyl-2,6-dioxo-1,2,3,6-tetrahydro-7h-purin-7-yl}methyl)benzonitrile",0,1,[],[1],,,,,,0.0,0.0,0.0,0.0,0.0
2223,amifostine,0,0,[],[],0.1428571428571428,0.0,-0.1538461538461538,-0.1052631578947368,-0.0851063829787234,0.3779644730092272,0.0,-0.5547001962252291,-0.4588314677411235,-0.5834599659915782
2224,amido phenyl pyruvic acid,0,1,[],[5],,,,,,0.0,0.0,0.0,0.0,0.0
2225,pirenzepine,0,0,[],[],-0.7142857142857143,-0.6363636363636364,-0.3846153846153846,-0.4736842105263157,-0.2340425531914893,-1.8898223650461363,-2.1105794120443453,-1.3867504905630728,-2.064741604835056,-1.60451490647684
2226,piretanide,0,0,[],[],0.4285714285714285,0.4545454545454545,0.3846153846153846,0.3684210526315789,0.2340425531914893,1.1338934190276817,1.507556722888818,1.3867504905630728,1.6059101370939324,1.60451490647684
2227,pirfenidone,0,0,[],[],-0.1428571428571428,0.2727272727272727,0.3846153846153846,0.4736842105263157,0.1914893617021276,-0.3779644730092272,0.9045340337332908,1.3867504905630728,2.064741604835056,1.312784923481051
2228,protein c,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2229,propofol,0,0,[],[],0.1428571428571428,0.0909090909090909,0.0769230769230769,0.0526315789473684,0.0638297872340425,0.3779644730092272,0.3015113445777636,0.2773500981126146,0.2294157338705617,0.4375949744936836
2230,ancrod,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
