,drug_name,Telomere attrition count,Telomere attrition count marg,Telomere attrition,Telomere attrition marg,Cmap pAGE Telomere attrition level1,Cmap pAGE Telomere attrition level2,Cmap pAGE Telomere attrition level3,Cmap pAGE Telomere attrition level4,Cmap pAGE Telomere attrition level5,Cmap pAGE Telomere attrition level1 z_score,Cmap pAGE Telomere attrition level2 z_score,Cmap pAGE Telomere attrition level3 z_score,Cmap pAGE Telomere attrition level4 z_score,Cmap pAGE Telomere attrition level5 z_score
1538,trans-4-(guanidinomethyl)-cyclohexane-l-yl-d-3-cyclohexylalanyl-l-azetidine-2-yl-d-tyrosinyl-l-homoargininamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1539,(r)-warfarin,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1540,tp-508,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1541,octanoyl-coenzyme a,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1542,deferasirox,0,0,[],[],0.0,0.0,1.0,-0.25,-0.0526315789473684,0,0,1.0,-0.7071067811865476,-0.2294157338705617
1543,deflazacort,0,0,[],[],0.0,0.0,1.0,-0.25,-0.3157894736842105,0,0,1.0,-0.7071067811865476,-1.3764944032233706
1544,primidone,0,0,[],[],0.0,0.0,-1.0,0.0,0.0526315789473684,0,0,-1.0,0.0,0.2294157338705617
1545,clofibrate,0,0,[],[],0.0,0.0,-1.0,0.0,-0.0526315789473684,0,0,-1.0,0.0,-0.2294157338705617
1546,butobarbital,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1547,6-hydroxydopa quinone,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1548,ixabepilone,0,0,[],[],0.0,0.0,1.0,0.25,-0.1578947368421052,0,0,1.0,0.7071067811865476,-0.6882472016116853
1549,butriptyline,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1550,jnj-17216498,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1551,clobazam,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1552,jnj-27390467,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1553,k201 free base,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1554,"7-pyridin-2-yl-n-(3,4,5-trimethoxyphenyl)-7h-pyrrolo[2,3-d]pyrimidin-2-amine",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1555,bulevirtide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1556,isoleucine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1557,7-[(3-chlorobenzyl)oxy]-2-oxo-2h-chromene-4-carbaldehyde,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1558,inositol,0,0,[],[],0.0,0.0,1.0,0.25,0.0526315789473684,0,0,1.0,0.7071067811865476,0.2294157338705617
1559,bupranolol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1560,inotuzumab ozogamicin,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1561,"9-acetyl-2,3,4,9-tetrahydro-1h-carbazol-1-one",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1562,8-anilinonaphthalene-1-sulfonic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1563,coagulation factor ix human,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1564,coagulation factor ix (recombinant),0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1565,clofedanol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1566,isopropamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1567,clozapine,0,0,[],[],0.0,0.0,1.0,-0.25,0.1578947368421052,0,0,1.0,-0.7071067811865476,0.6882472016116853
1568,clomethiazole,0,0,[],[],0.0,0.0,-1.0,0.0,0.1578947368421052,0,0,-1.0,0.0,0.6882472016116853
1569,incb7839,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1570,cryptenamine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1571,brinzolamide,0,2,[],"[1, 2]",0.0,0.0,1.0,0.75,0.4736842105263157,0,0,1.0,2.121320343559643,2.064741604835056
1572,anz-100,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1573,ibutilide,0,0,[],[],0.0,0.0,-1.0,-0.25,0.0526315789473684,0,0,-1.0,-0.7071067811865476,0.2294157338705617
1574,crizanlizumab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1575,idelalisib,0,0,[],[],0.0,0.0,-1.0,0.0,-0.0526315789473684,0,0,-1.0,0.0,-0.2294157338705617
1576,idronoxil,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1577,ifenprodil,0,0,[],[],0.0,0.0,1.0,0.5,0.2631578947368421,0,0,1.0,1.4142135623730951,1.1470786693528088
1578,iloperidone,0,0,[],[],0.0,0.0,-1.0,0.5,0.0526315789473684,0,0,-1.0,1.4142135623730951,0.2294157338705617
1579,iloprost,0,0,[],[],0.0,0.0,1.0,0.0,-0.1578947368421052,0,0,1.0,0.0,-0.6882472016116853
1580,imatinib,0,0,[],[],0.0,0.0,-1.0,0.0,0.0526315789473684,0,0,-1.0,0.0,0.2294157338705617
1581,ici-164384,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1582,inhibitor idd 384,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1583,bupivacaine,0,0,[],[],0.0,0.0,1.0,0.5,0.0526315789473684,0,0,1.0,1.4142135623730951,0.2294157338705617
1584,butabarbital,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1585,clonazepam,0,0,[],[],0.0,0.0,-1.0,0.0,-0.0526315789473684,0,0,-1.0,0.0,-0.2294157338705617
1586,isoniazid,0,0,[],[],0.0,0.0,-1.0,0.25,0.3684210526315789,0,0,-1.0,0.7071067811865476,1.6059101370939324
1587,butalbital,0,0,[],[],0.0,0.0,-1.0,-0.25,-0.0526315789473684,0,0,-1.0,-0.7071067811865476,-0.2294157338705617
1588,ioflupane i-123,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1589,cloxazolam,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1590,ginkgo biloba,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1591,dapagliflozin,0,0,[],[],0.0,0.0,1.0,0.25,0.0526315789473684,0,0,1.0,0.7071067811865476,0.2294157338705617
1592,damoctocog alfa pegol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1593,dalteparin,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1594,"adenosine 3',5'-diphosphate",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1595,bisacodyl,0,0,[],[],0.0,0.0,1.0,0.25,0.1578947368421052,0,0,1.0,0.7071067811865476,0.6882472016116853
1596,bitolterol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1597,guanosine-5'-diphosphate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1598,acetylcholine,0,0,[],[],0.0,0.0,1.0,-0.25,-0.3684210526315789,0,0,1.0,-0.7071067811865476,-1.6059101370939324
1599,glutethimide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1600,guselkumab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1601,darolutamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1602,dasabuvir,0,0,[],[],0.0,0.0,1.0,-0.25,-0.0526315789473684,0,0,1.0,-0.7071067811865476,-0.2294157338705617
1603,gavorestat,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1604,gemeprost,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1605,gemfibrozil,0,0,[],[],0.0,0.0,-1.0,-0.25,-0.3684210526315789,0,0,-1.0,-0.7071067811865476,-1.6059101370939324
1606,delorazepam,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1607,betaxolol,0,0,[],[],0.0,0.0,1.0,0.5,0.1578947368421052,0,0,1.0,1.4142135623730951,0.6882472016116853
1608,gestrinone,0,0,[],[],0.0,0.0,-1.0,0.25,0.2105263157894736,0,0,-1.0,0.7071067811865476,0.9176629354822472
1609,gilteritinib,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1610,gimeracil,0,0,[],[],0.0,0.0,-1.0,0.25,0.0526315789473684,0,0,-1.0,0.7071067811865476,0.2294157338705617
1611,"bis-1,2-{[(z)-2-carboxy-2-methyl-1,3-dioxane]-5-yloxycarbamoyl}-ethane",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1612,adenosine monotungstate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1613,cloxacillin,0,0,[],[],0.0,0.0,1.0,-0.25,-0.2631578947368421,0,0,1.0,-0.7071067811865476,-1.1470786693528088
1614,glyoxylic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1615,iproniazid,0,0,[],[],0.0,0.0,-1.0,-0.5,-0.4736842105263157,0,0,-1.0,-1.4142135623730951,-2.064741604835056
1616,clotrimazole,0,0,[],[],0.0,0.0,-1.0,-0.5,-0.3684210526315789,0,0,-1.0,-1.4142135623730951,-1.6059101370939324
1617,clotiazepam,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1618,isatin,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1619,clorazepic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1620,7-[(3-chlorobenzyl)oxy]-4-[(methylamino)methyl]-2h-chromen-2-one,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1621,isocitric acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1622,isoetharine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1623,isoflurane,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1624,gantenerumab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1625,brexucabtagene autoleucel,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1626,brexpiprazole,0,0,[],[],0.0,0.0,1.0,0.25,-0.0526315789473684,0,0,1.0,0.7071067811865476,-0.2294157338705617
1627,bimatoprost,0,0,[],[],0.0,0.0,1.0,0.25,0.2631578947368421,0,0,1.0,0.7071067811865476,1.1470786693528088
1628,bimekizumab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1629,binodenoson,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1630,bioallethrin,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1631,dapoxetine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1632,birch bark extract,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1633,glymidine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1634,(r)-n-methyl-n-2-propynyl-1-indanamine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1635,(r)-rolipram,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1636,3-(6-hydroxy-naphthalen-2-yl)-benzo[d]isooxazol-6-ol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1637,nitrazepam,0,0,[],[],0.0,0.0,1.0,-0.5,0.1578947368421052,0,0,1.0,-1.4142135623730951,0.6882472016116853
1638,nilvadipine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1639,"(6s)-1-chloro-3-[(4-fluorobenzyl)oxy]-6-(pyrrolidin-1-ylcarbonyl)pyrrolo[1,2-a]pyrazin-4(6h)-one",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1640,tetramethylammonium,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1641,nefazodone,0,0,[],[],0.0,0.0,-1.0,-0.25,0.1578947368421052,0,0,-1.0,-0.7071067811865476,0.6882472016116853
1642,neihulizumab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1643,tetraferric tricitrate decahydrate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1644,"3-[(2,2-dimethylpropanoyl)amino]-n-1,3-thiazol-2-ylpyridine-2-carboxamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1645,tetraethylammonium,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1646,tetracaine,0,0,[],[],0.0,0.0,-1.0,0.0,-0.0526315789473684,0,0,-1.0,0.0,-0.2294157338705617
1647,tetrabenazine,0,0,[],[],0.0,0.0,1.0,0.5,0.3684210526315789,0,0,1.0,1.4142135623730951,1.6059101370939324
1648,neocitrullamon,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1649,tetomilast,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1650,"(5s)-5-iododihydro-2,4(1h,3h)-pyrimidinedione",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1651,testosterone,0,0,[],[],0.0,0.0,-1.0,0.0,0.0526315789473684,0,0,-1.0,0.0,0.2294157338705617
1652,testolactone,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1653,netupitant,0,0,[],[],0.0,0.0,1.0,0.5,0.0526315789473684,0,0,1.0,1.4142135623730951,0.2294157338705617
1654,nicotinamide 8-bromo-adenine dinucleotide phosphate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1655,regadenoson,0,0,[],[],0.0,0.0,1.0,-0.25,-0.2631578947368421,0,0,1.0,-0.7071067811865476,-1.1470786693528088
1656,"(6e,11e)-heptadeca-6,11-diene-9,9-diylbis(phosphonic acid)",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1657,"(6s)-2-amino-6-(3'-methoxybiphenyl-3-yl)-3,6-dimethyl-5,6-dihydropyrimidin-4(3h)-one",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1658,nivolumab,0,1,[],[3],,,,,,0,0,0.0,0.0,0.0
1659,terbinafine,0,0,[],[],0.0,0.0,-1.0,0.25,-0.0526315789473684,0,0,-1.0,0.7071067811865476,-0.2294157338705617
1660,tegafur-uracil,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1661,"3-({4-[(5-chloro-1,3-benzodioxol-4-yl)amino]pyrimidin-2-yl}amino)benzenesulfonamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1662,thalidomide,0,0,[],[],0.0,0.0,-1.0,0.0,-0.1578947368421052,0,0,-1.0,0.0,-0.6882472016116853
1663,tetrathiomolybdate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1664,3-butylthiolane 1-oxide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1665,tenofovir alafenamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1666,tenocyclidine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1667,temsirolimus,0,0,[],[],0.0,0.0,1.0,0.25,-0.0526315789473684,0,0,1.0,0.7071067811865476,-0.2294157338705617
1668,"(9as)-4-bromo-9a-butyl-7-hydroxy-1,2,9,9a-tetrahydro-3h-fluoren-3-one",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1669,temazepam,0,0,[],[],0.0,0.0,1.0,0.25,0.0526315789473684,0,0,1.0,0.7071067811865476,0.2294157338705617
1670,3-bromo-6-hydroxy-2-(4-hydroxyphenyl)-1h-inden-1-one,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1671,nisoldipine,0,0,[],[],0.0,0.0,1.0,0.0,-0.1578947368421052,0,0,1.0,0.0,-0.6882472016116853
1672,"3-carbamimidamido-1,1-diphenylurea",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1673,telotristat ethyl,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1674,nitrendipine,0,0,[],[],0.0,0.0,-1.0,-0.5,-0.0526315789473684,0,0,-1.0,-1.4142135623730951,-0.2294157338705617
1675,"3-amino-3-benzyl-[4.3.0]bicyclo-1,6-diazanonan-2-one",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1676,"3-amino-3-benzyl-9-carboxamide[4.3.0]bicyclo-1,6-diazanonan-2-one",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1677,nitroglycerin,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1678,nitromethyldethia coenzyme a,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1679,nitroprusside,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1680,"(6r)-2-amino-6-[2-(3'-methoxybiphenyl-3-yl)ethyl]-3,6-dimethyl-5,6-dihydropyrimidin-4(3h)-one",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1681,nebivolol,0,0,[],[],0.0,0.0,-1.0,0.0,0.3684210526315789,0,0,-1.0,0.0,1.6059101370939324
1682,3-(5-{[4-(aminomethyl)piperidin-1-yl]methyl}-1h-indol-2-yl)quinolin-2(1h)-one,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1683,propafenone,0,0,[],[],0.0,0.0,-1.0,0.0,0.1578947368421052,0,0,-1.0,0.0,0.6882472016116853
1684,probenecid,0,0,[],[],0.0,0.0,-1.0,-0.5,-0.1578947368421052,0,0,-1.0,-1.4142135623730951,-0.6882472016116853
1685,prinaberel,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1686,potassium perchlorate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1687,s-benzylglutathione,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1688,"1-[(2s)-4-(5-bromo-1h-pyrazolo[3,4-b]pyridin-4-yl)morpholin-2-yl]methanamine",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1689,pralatrexate,0,2,[],"[1, 2]",0.0,0.0,-1.0,-0.25,0.0526315789473684,0,0,-1.0,-0.7071067811865476,0.2294157338705617
1690,"1-[(2s)-4-(5-phenyl-1h-pyrazolo[3,4-b]pyridin-4-yl)morpholin-2-yl]methanamine",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1691,pramipexole,0,0,[],[],0.0,0.0,-1.0,-0.25,0.0526315789473684,0,0,-1.0,-0.7071067811865476,0.2294157338705617
1692,pramocaine,0,0,[],[],0.0,0.0,1.0,0.0,0.1578947368421052,0,0,1.0,0.0,0.6882472016116853
1693,2-(methylsulfanyl)-5-(thiophen-2-ylmethyl)-1h-imidazol-4-ol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1694,prasterone,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1695,prasterone sulfate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1696,prazepam,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1697,2-(cyclohexylamino)benzoic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1698,1-[2-amino-2-cyclohexyl-acetyl]-pyrrolidine-3-carboxylic acid 5-chloro-2-(2-ethylcarbamoyl-ethoxy)-benzylamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1699,pregabalin,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1700,pregnenolone,0,0,[],[],0.0,0.0,-1.0,0.25,-0.0526315789473684,0,0,-1.0,0.7071067811865476,-0.2294157338705617
1701,prexasertib,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1702,prilocaine,0,0,[],[],0.0,0.0,-1.0,-0.5,-0.3684210526315789,0,0,-1.0,-1.4142135623730951,-1.6059101370939324
1703,procainamide,0,0,[],[],0.0,0.0,1.0,0.0,-0.0526315789473684,0,0,1.0,0.0,-0.2294157338705617
1704,"2-(6-chloro-3-{[2,2-difluoro-2-(1-oxido-2-pyridinyl)ethyl]amino}-2-oxo-1(2h)-pyrazinyl)-n-[(2-fluorophenyl)methyl]acetamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1705,"(3as,4r,9br)-2,2-difluoro-4-(4-hydroxyphenyl)-6-(methoxymethyl)-1,2,3,3a,4,9b-hexahydrocyclopenta[c]chromen-8-ol",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1706,protokylol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1707,prlx 93936,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1708,solriamfetol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1709,s-(d-carboxybutyl)-l-homocysteine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1710,procaterol,0,0,[],[],0.0,0.0,1.0,0.5,-0.0526315789473684,0,0,1.0,1.4142135623730951,-0.2294157338705617
1711,mecamylamine,0,0,[],[],0.0,0.0,-1.0,-0.25,0.0526315789473684,0,0,-1.0,-0.7071067811865476,0.2294157338705617
1712,proflavine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1713,2-(n-morpholino)ethanesulfonic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1714,progesterone,0,0,[],[],0.0,0.0,-1.0,0.25,0.2631578947368421,0,0,-1.0,0.7071067811865476,1.1470786693528088
1715,prolgolimab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1716,proline,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1717,promazine,0,0,[],[],0.0,0.0,-1.0,0.25,0.0526315789473684,0,0,-1.0,0.7071067811865476,0.2294157338705617
1718,procaine,0,0,[],[],0.0,0.0,1.0,0.5,0.3684210526315789,0,0,1.0,1.4142135623730951,1.6059101370939324
1719,"2-(carboxymethyl)-1-oxo-1,2-dihydronaphtho[1,2-d]isothiazole-4-carboxylic acid 3,3-dioxide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1720,propoxycaine,0,0,[],[],0.0,0.0,-1.0,-0.5,-0.1578947368421052,0,0,-1.0,-1.4142135623730951,-0.6882472016116853
1721,1-{3-oxo-3-[(2s)-2-(pyrrolidin-1-ylcarbonyl)pyrrolidin-1-yl]propyl}-3-phenylquinoxalin-2(1h)-one,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1722,rubidium rb-82,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1723,propylthiouracil,0,0,[],[],0.0,0.0,-1.0,0.0,-0.1578947368421052,0,0,-1.0,0.0,-0.6882472016116853
1724,"2-(6-chloro-3-{[2,2-difluoro-2-(2-pyridinyl)ethyl]amino}-2-oxo-1(2h)-pyrazinyl)-n-[(2-fluoro-3-methyl-6-pyridinyl)methyl]acetamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1725,prothrombin,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1726,nateglinide,0,0,[],[],0.0,0.0,-1.0,0.25,0.1578947368421052,0,0,-1.0,0.7071067811865476,0.6882472016116853
1727,n-{3-[(4-{[3-(trifluoromethyl)phenyl]amino}pyrimidin-2-yl)amino]phenyl}cyclopropanecarboxamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1728,n-{3-methyl-5-[2-(pyridin-4-ylamino)-ethoxy]-phenyl}-benzenesulfonamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1729,spesolimab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1730,"2-{3-[(2s)-4,4-difluoro-2-(pyrrolidin-1-ylcarbonyl)pyrrolidin-1-yl]-3-oxopropyl}-isoindole-1,3(2h)-dione",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1731,sotatercept,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1732,"(s,r)-fidarestat",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1733,sulfadiazine,0,0,[],[],0.0,0.0,1.0,-0.25,-0.2631578947368421,0,0,1.0,-0.7071067811865476,-1.1470786693528088
1734,oxygen,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1735,omidenepag isopropyl,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1736,orciprenaline,0,0,[],[],0.0,0.0,-1.0,-0.75,-0.1052631578947368,0,0,-1.0,-2.121320343559643,-0.4588314677411235
1737,oritavancin,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1738,"3,5-dimethyl-1h-pyrazole-4-carboxylic acid ethyl ester",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1739,sumatriptan,0,0,[],[],0.0,0.0,-1.0,0.0,-0.0526315789473684,0,0,-1.0,0.0,-0.2294157338705617
1740,(s)-rolipram,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1741,oteseconazole,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1742,"3,5-dimethyl-1-(3-nitrophenyl)-1h-pyrazole-4-carboxylic acid ethyl ester",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1743,oxaloacetate ion,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1744,"3,5-dimethyl-1-phenyl-1h-pyrazole-4-carboxylic acid ethyl ester",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1745,oxazepam,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1746,(s)-blebbistatin,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1747,sulfathiazole,0,0,[],[],0.0,0.0,-1.0,0.0,0.2631578947368421,0,0,-1.0,0.0,1.1470786693528088
1748,oxazepam acetate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1749,spartalizumab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1750,sphingosine,0,0,[],[],0.0,0.0,1.0,0.25,0.3684210526315789,0,0,1.0,0.7071067811865476,1.6059101370939324
1751,tigapotide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1752,pf-477736,0,0,[],[],0.0,0.0,1.0,0.0,0.1578947368421052,0,0,1.0,0.0,0.6882472016116853
1753,3-(5-{[4-(aminomethyl)piperidin-1-yl]methyl}-1h-indol-2-yl)-1h-indazole-6-carbonitrile,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1754,o2-sulfo-glucuronic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1755,"o6-(r)-roscovitine, r-2-(6-benzyloxy-9-isopropyl-9h-purin-2-ylamino)-butan-1-ol",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1756,omacetaxine mepesuccinate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1757,"3-({4-[(5-chloro-1,3-benzodioxol-4-yl)amino]pyrimidin-2-yl}amino)benzamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1758,omeprazole,0,0,[],[],0.0,0.0,1.0,-0.5,-0.1578947368421052,0,0,1.0,-1.4142135623730951,-0.6882472016116853
1759,sucrose,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1760,succinylcholine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1761,oxytocin,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1762,3'-uridinemonophosphate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1763,p-anisic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1764,p-nitrophenol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1765,3'-phosphate-adenosine-5'-diphosphate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1766,stavudine,0,0,[],[],0.0,0.0,1.0,0.5,0.1578947368421052,0,0,1.0,1.4142135623730951,0.6882472016116853
1767,stanolone acetate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1768,oxyphenbutazone,0,0,[],[],0.0,0.0,-1.0,0.25,0.3684210526315789,0,0,-1.0,0.7071067811865476,1.6059101370939324
1769,stanolone,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1770,"1,2-benzodiazepine",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1771,"2s,4r-4-methylglutamate",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1772,oxiconazole,0,0,[],[],0.0,0.0,1.0,0.0,0.1578947368421052,0,0,1.0,0.0,0.6882472016116853
1773,oxprenolol,0,0,[],[],0.0,0.0,-1.0,-0.5,-0.1578947368421052,0,0,-1.0,-1.4142135623730951,-0.6882472016116853
1774,(s)-carazolol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1775,omega-3-carboxylic acids,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1776,narsoplimab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
