,drug_name,Altered intercellular communication count,Altered intercellular communication count marg,Altered intercellular communication,Altered intercellular communication marg,Cmap pAGE Altered intercellular communication level1,Cmap pAGE Altered intercellular communication level2,Cmap pAGE Altered intercellular communication level3,Cmap pAGE Altered intercellular communication level4,Cmap pAGE Altered intercellular communication level5,Cmap pAGE Altered intercellular communication level1 z_score,Cmap pAGE Altered intercellular communication level2 z_score,Cmap pAGE Altered intercellular communication level3 z_score,Cmap pAGE Altered intercellular communication level4 z_score,Cmap pAGE Altered intercellular communication level5 z_score
639,filgrastim,2,1,"[2, 3]",[4],,,,,,0.0,0.0,0.0,0.0,0.0
640,iopodic acid,2,1,"[2, 3]",[4],,,,,,0.0,0.0,0.0,0.0,0.0
641,vx-765,2,1,"[2, 5]",[3],0.3333333333333333,0.1428571428571428,0.1111111111111111,0.0769230769230769,-0.0625,0.5773502691896256,0.3779644730092272,0.3333333333333333,0.392232270276368,-0.8660254037844385
642,"pyrimidine-4,6-dicarboxylic acid bis-(3-methyl-benzylamide)",2,1,"[2, 3]",[4],,,,,,0.0,0.0,0.0,0.0,0.0
643,lorvotuzumab mertansine,2,1,"[2, 3]",[4],,,,,,0.0,0.0,0.0,0.0,0.0
644,ampicillin,2,1,"[2, 4]",[5],0.3333333333333333,0.2857142857142857,0.4444444444444444,0.3461538461538461,-0.015625,0.5773502691896256,0.7559289460184545,1.3333333333333333,1.765045216243656,-0.2165063509461096
645,blonanserin,2,0,"[2, 5]",[],1.0,0.5714285714285714,0.4444444444444444,0.1923076923076923,0.015625,1.732050807568877,1.511857892036909,1.3333333333333333,0.98058067569092,0.2165063509461096
646,dicoumarol,2,0,"[4, 5]",[],-0.3333333333333333,-0.4285714285714285,-0.1111111111111111,-0.2307692307692307,0.15625,-0.5773502691896256,-1.1338934190276817,-0.3333333333333333,-1.1766968108291045,2.1650635094610964
647,pegfilgrastim,2,1,"[2, 3]",[4],,,,,,0.0,0.0,0.0,0.0,0.0
648,edetate calcium disodium anhydrous,2,0,"[2, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
649,pr-104,2,0,"[4, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
650,norepinephrine,2,0,"[1, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
651,laquinimod,2,1,"[2, 3]",[4],,,,,,0.0,0.0,0.0,0.0,0.0
652,ibrutinib,2,1,"[2, 4]",[3],-0.3333333333333333,-0.4285714285714285,-0.3333333333333333,0.0,0.1354166666666666,-0.5773502691896256,-1.1338934190276817,-1.0,0.0,1.8763883748662833
653,copper,2,1,"[2, 5]",[4],,,,,,0.0,0.0,0.0,0.0,0.0
654,rifalazil,2,1,"[2, 3]",[4],,,,,,0.0,0.0,0.0,0.0,0.0
655,dimethyl fumarate,2,0,"[4, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
656,fluprednisolone acetate,2,1,"[2, 3]",[4],,,,,,0.0,0.0,0.0,0.0,0.0
657,ethyl pyruvate,2,0,"[4, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
658,fluprednisolone,2,1,"[2, 3]",[4],,,,,,0.0,0.0,0.0,0.0,0.0
659,7-ethyl-10-hydroxycamptothecin,2,1,"[2, 3]",[4],,,,,,0.0,0.0,0.0,0.0,0.0
660,rpr131247,2,0,"[2, 3]",[],,,,,,0.0,0.0,0.0,0.0,0.0
661,fulvestrant,2,1,"[2, 3]",[4],0.3333333333333333,-0.1428571428571428,-0.3333333333333333,-0.2307692307692307,-0.0104166666666666,0.5773502691896256,-0.3779644730092272,-1.0,-1.1766968108291045,-0.1443375672974064
662,rutin,2,0,"[2, 3]",[],0.3333333333333333,-0.1428571428571428,-0.3333333333333333,0.0,0.03125,0.5773502691896256,-0.3779644730092272,-1.0,0.0,0.4330127018922192
663,rufinamide,2,1,"[2, 3]",[4],-0.3333333333333333,-0.1428571428571428,0.1111111111111111,0.0,-0.1458333333333333,-0.5773502691896256,-0.3779644730092272,0.3333333333333333,0.0,-2.02072594216369
664,lumacaftor,2,0,"[2, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
665,nafcillin,2,1,"[2, 3]",[4],0.3333333333333333,0.1428571428571428,0.3333333333333333,0.1538461538461538,0.0520833333333333,0.5773502691896256,0.3779644730092272,1.0,0.7844645405527361,0.7216878364870322
666,bis-benzamidine,2,0,"[2, 3]",[],,,,,,0.0,0.0,0.0,0.0,0.0
667,ibrexafungerp,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
668,human interferon beta,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
669,oleandomycin,2,1,"[2, 3]",[4],,,,,,0.0,0.0,0.0,0.0,0.0
670,etynodiol,2,1,"[2, 3]",[4],,,,,,0.0,0.0,0.0,0.0,0.0
671,dienogest,2,0,"[3, 5]",[],0.3333333333333333,0.1428571428571428,0.3333333333333333,0.1538461538461538,-0.0625,0.5773502691896256,0.3779644730092272,1.0,0.7844645405527361,-0.8660254037844385
672,filgotinib,2,1,"[2, 3]",[4],-0.3333333333333333,0.4285714285714285,0.3333333333333333,-0.1538461538461538,-0.1145833333333333,-0.5773502691896256,1.1338934190276817,1.0,-0.7844645405527361,-1.5877132402714706
673,balsalazide,2,0,"[4, 5]",[],0.3333333333333333,0.2857142857142857,0.4444444444444444,0.3461538461538461,0.1302083333333333,0.5773502691896256,0.7559289460184545,1.3333333333333333,1.765045216243656,1.8042195912175805
674,ri 624,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
675,nox-700,2,0,"[4, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
676,"4-{[1-methyl-2,4-dioxo-6-(3-phenylprop-1-yn-1-yl)-1,4-dihydroquinazolin-3(2h)-yl]methyl}benzoic acid",2,1,"[2, 3]",[4],,,,,,0.0,0.0,0.0,0.0,0.0
677,nf-kappab decoy,2,0,"[4, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
678,diphenadione,2,1,"[2, 3]",[4],,,,,,0.0,0.0,0.0,0.0,0.0
679,dipyrithione,2,0,"[4, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
680,dirithromycin,2,1,"[2, 3]",[4],0.3333333333333333,0.1428571428571428,0.3333333333333333,0.0769230769230769,-0.0208333333333333,0.5773502691896256,0.3779644730092272,1.0,0.392232270276368,-0.2886751345948128
681,androstanedione,2,1,"[1, 2]",[3],,,,,,0.0,0.0,0.0,0.0,0.0
682,glycyrrhizic acid,2,0,"[2, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
683,androstenedione,2,1,"[2, 3]",[1],0.3333333333333333,0.1428571428571428,0.3333333333333333,0.0769230769230769,0.0625,0.5773502691896256,0.3779644730092272,1.0,0.392232270276368,0.8660254037844385
684,pimasertib,2,1,"[1, 3]",[4],,,,,,0.0,0.0,0.0,0.0,0.0
685,n-ethylretinamide,2,1,"[2, 3]",[4],,,,,,0.0,0.0,0.0,0.0,0.0
686,"n-[4-hydroxymethyl-cyclohexan-6-yl-1,2,3-triol]-4,6-dideoxy-4-aminoglucopyranoside",2,1,"[1, 2]",[3],,,,,,0.0,0.0,0.0,0.0,0.0
687,mln2222,2,0,"[2, 3]",[],,,,,,0.0,0.0,0.0,0.0,0.0
688,sc-236,2,1,"[4, 5]",[2],,,,,,0.0,0.0,0.0,0.0,0.0
689,hexylresorcinol,2,1,"[2, 3]",[4],0.3333333333333333,0.7142857142857143,0.7777777777777778,0.1538461538461538,0.1041666666666666,0.5773502691896256,1.8898223650461363,2.3333333333333335,0.7844645405527361,1.4433756729740643
690,"diamino-n-[3-(1,3,2-dioxaborolan-2-yloxy)propyl]methaniminium",2,0,"[2, 3]",[],,,,,,0.0,0.0,0.0,0.0,0.0
691,etoposide,2,0,"[3, 4]",[],-0.3333333333333333,-0.1428571428571428,-0.1111111111111111,-0.5384615384615384,-0.0208333333333333,-0.5773502691896256,-0.3779644730092272,-0.3333333333333333,-2.745625891934576,-0.2886751345948128
692,atiprimod,2,2,"[4, 5]","[2, 3]",,,,,,0.0,0.0,0.0,0.0,0.0
693,5-(dimethylamino)-1-naphthalenesulfonic acid(dansyl acid),2,1,"[2, 3]",[4],,,,,,0.0,0.0,0.0,0.0,0.0
694,gmx1777,2,1,"[1, 5]",[2],,,,,,0.0,0.0,0.0,0.0,0.0
695,2-[(2-methoxy-5-methylphenoxy)methyl]pyridine,2,1,"[1, 2]",[3],,,,,,0.0,0.0,0.0,0.0,0.0
696,phenyl salicylate,2,0,"[4, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
697,ginseng,2,1,"[4, 5]",[2],,,,,,0.0,0.0,0.0,0.0,0.0
698,hemi-babim,2,1,"[2, 3]",[4],,,,,,0.0,0.0,0.0,0.0,0.0
699,glycol salicylate,2,0,"[4, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
700,heparin disaccharide i-s,2,0,"[4, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
701,bendazac,2,0,"[4, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
702,entrectinib,2,0,"[2, 3]",[],,,,,,0.0,0.0,0.0,0.0,0.0
703,lx1031,2,1,"[2, 3]",[4],,,,,,0.0,0.0,0.0,0.0,0.0
704,anakinra,2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
705,talmapimod,2,0,"[4, 5]",[],-0.3333333333333333,-0.1428571428571428,-0.3333333333333333,-0.2307692307692307,-0.1354166666666666,-0.5773502691896256,-0.3779644730092272,-1.0,-1.1766968108291045,-1.8763883748662833
706,soybean oil,2,1,"[4, 5]",[1],,,,,,0.0,0.0,0.0,0.0,0.0
707,menthyl salicylate,2,0,"[4, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
708,ciprofibrate,2,1,"[4, 5]",[1],0.3333333333333333,-0.1428571428571428,-0.1111111111111111,0.0769230769230769,0.0208333333333333,0.5773502691896256,-0.3779644730092272,-0.3333333333333333,0.392232270276368,0.2886751345948128
709,doxycycline,2,1,"[2, 3]",[4],0.3333333333333333,0.1428571428571428,-0.1111111111111111,0.1538461538461538,-0.0104166666666666,0.5773502691896256,0.3779644730092272,-0.3333333333333333,0.7844645405527361,-0.1443375672974064
710,tamoxifen,2,0,"[4, 5]",[],0.3333333333333333,0.1428571428571428,0.1111111111111111,-0.1538461538461538,0.0,0.5773502691896256,0.3779644730092272,0.3333333333333333,-0.7844645405527361,0.0
711,4-hydroxybutan-1-aminium,2,0,"[2, 3]",[],,,,,,0.0,0.0,0.0,0.0,0.0
712,milrinone,2,0,"[1, 2]",[],-0.3333333333333333,0.1428571428571428,0.3333333333333333,-0.0769230769230769,-0.03125,-0.5773502691896256,0.3779644730092272,1.0,-0.392232270276368,-0.4330127018922192
713,siponimod,2,1,"[2, 4]",[3],,,,,,0.0,0.0,0.0,0.0,0.0
714,nepafenac,2,1,"[4, 5]",[2],0.3333333333333333,0.4285714285714285,0.3333333333333333,-0.0769230769230769,0.1770833333333333,0.5773502691896256,1.1338934190276817,1.0,-0.392232270276368,2.4537386440559095
715,nelarabine,2,1,"[1, 4]",[3],-1.0,-0.1428571428571428,0.1111111111111111,0.1538461538461538,0.1041666666666666,-1.732050807568877,-0.3779644730092272,0.3333333333333333,0.7844645405527361,1.4433756729740643
716,phenylbutazone,2,1,"[4, 5]",[2],-0.3333333333333333,-0.1428571428571428,-0.1111111111111111,0.0,0.0416666666666666,-0.5773502691896256,-0.3779644730092272,-0.3333333333333333,0.0,0.5773502691896256
717,enoximone,2,0,"[1, 2]",[],-0.3333333333333333,-0.1428571428571428,0.1111111111111111,0.1538461538461538,0.1145833333333333,-0.5773502691896256,-0.3779644730092272,0.3333333333333333,0.7844645405527361,1.5877132402714706
718,2-naphthalenesulfonic acid,2,1,"[2, 3]",[4],,,,,,0.0,0.0,0.0,0.0,0.0
719,esterified estrogens,2,1,"[2, 3]",[5],,,,,,0.0,0.0,0.0,0.0,0.0
720,salicylic acid,2,2,"[2, 4]","[3, 5]",,,,,,0.0,0.0,0.0,0.0,0.0
721,heparin disaccharide iii-s,2,0,"[4, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
722,vibegron,2,1,"[2, 3]",[4],,,,,,0.0,0.0,0.0,0.0,0.0
723,oxaprozin,2,1,"[4, 5]",[2],-0.3333333333333333,-0.1428571428571428,-0.3333333333333333,0.0,0.0,-0.5773502691896256,-0.3779644730092272,-1.0,0.0,0.0
724,5-hydroxymethyl-chonduritol,2,1,"[1, 2]",[3],,,,,,0.0,0.0,0.0,0.0,0.0
725,ticagrelor,2,0,"[2, 3]",[],1.0,0.7142857142857143,0.5555555555555556,0.5384615384615384,0.03125,1.732050807568877,1.8898223650461363,1.6666666666666667,2.745625891934576,0.4330127018922192
726,desoximetasone,2,0,"[4, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
727,(s)-n-(4-carbamimidoylbenzyl)-1-(2-(cyclohexylamino)ethanoyl)pyrrolidine-2-carboxamide,2,1,"[2, 3]",[4],,,,,,0.0,0.0,0.0,0.0,0.0
728,captopril,2,0,"[2, 3]",[],0.3333333333333333,0.2857142857142857,0.2222222222222222,0.1153846153846153,0.0572916666666666,0.5773502691896256,0.7559289460184545,0.6666666666666666,0.5883484054145521,0.7938566201357353
729,zinc chloride,2,1,"[4, 5]",[3],,,,,,0.0,0.0,0.0,0.0,0.0
730,mirococept,2,0,"[4, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
731,(s)-n-(4-carbamimidoylbenzyl)-1-(2-(cyclohexyloxy)ethanoyl)pyrrolidine-2-carboxamide,2,1,"[2, 3]",[4],,,,,,0.0,0.0,0.0,0.0,0.0
732,ciprofloxacin,2,1,"[2, 3]",[4],0.3333333333333333,0.0,0.0,0.1923076923076923,-0.078125,0.5773502691896256,0.0,0.0,0.98058067569092,-1.0825317547305482
733,clocortolone,2,0,"[4, 5]",[],-0.3333333333333333,0.1428571428571428,-0.1111111111111111,-0.1538461538461538,0.0,-0.5773502691896256,0.3779644730092272,-0.3333333333333333,-0.7844645405527361,0.0
734,(s)-n-(4-carbamimidoylbenzyl)-1-(2-(cyclopentylamino)ethanoyl)pyrrolidine-2-carboxamide,2,1,"[2, 3]",[4],,,,,,0.0,0.0,0.0,0.0,0.0
735,belinostat,2,0,"[4, 5]",[],-0.3333333333333333,-0.4285714285714285,-0.3333333333333333,-0.3846153846153846,-0.0520833333333333,-0.5773502691896256,-1.1338934190276817,-1.0,-1.96116135138184,-0.7216878364870322
736,coccidioides immitis spherule,2,0,"[4, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
737,oleic acid,2,0,"[4, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
738,tecastemizole,2,0,"[1, 2]",[],-1.0,-0.1428571428571428,-0.1111111111111111,0.0769230769230769,0.0729166666666666,-1.732050807568877,-0.3779644730092272,-0.3333333333333333,0.392232270276368,1.010362971081845
739,volanesorsen,2,1,"[2, 3]",[4],,,,,,0.0,0.0,0.0,0.0,0.0
740,2-butyl-1-hydroxyguanidine,2,1,"[1, 5]",[2],,,,,,0.0,0.0,0.0,0.0,0.0
741,bromfenac,2,0,"[4, 5]",[],-0.3333333333333333,-0.4285714285714285,-0.1111111111111111,0.0769230769230769,-0.1354166666666666,-0.5773502691896256,-1.1338934190276817,-0.3333333333333333,0.392232270276368,-1.8763883748662833
742,choline magnesium trisalicylate,2,0,"[4, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
743,cyclo-tetrametavanadate,2,0,"[4, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
744,trolamine salicylate,2,0,"[4, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
745,dexketoprofen,2,0,"[4, 5]",[],1.0,0.5714285714285714,0.2222222222222222,0.1923076923076923,0.0677083333333333,1.732050807568877,1.511857892036909,0.6666666666666666,0.98058067569092,0.9381941874331416
746,tiaprofenic acid,2,0,"[4, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
747,l-cysteic acid,2,1,"[3, 4]",[2],,,,,,0.0,0.0,0.0,0.0,0.0
748,dactinomycin,2,0,"[3, 4]",[],0.3333333333333333,0.4285714285714285,0.5555555555555556,0.0769230769230769,0.0104166666666666,0.5773502691896256,1.1338934190276817,1.6666666666666667,0.392232270276368,0.1443375672974064
749,pegcetacoplan,2,0,"[4, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
750,eletriptan,2,0,"[4, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
751,segesterone acetate,2,1,"[4, 5]",[3],,,,,,0.0,0.0,0.0,0.0,0.0
752,4-guanidinobenzoic acid,2,0,"[2, 3]",[],,,,,,0.0,0.0,0.0,0.0,0.0
753,salsalate,2,0,"[4, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
754,chs-828,2,1,"[1, 5]",[2],,,,,,0.0,0.0,0.0,0.0,0.0
755,sr11254,2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
756,flurandrenolide,2,1,"[4, 5]",[2],0.3333333333333333,0.4285714285714285,0.5555555555555556,0.1538461538461538,0.0104166666666666,0.5773502691896256,1.1338934190276817,1.6666666666666667,0.7844645405527361,0.1443375672974064
757,(4-fluorophenyl)(pyridin-4-yl)methanone,2,1,"[1, 2]",[3],,,,,,0.0,0.0,0.0,0.0,0.0
758,3-(benzyloxy)pyridin-2-amine,2,1,"[1, 2]",[3],,,,,,0.0,0.0,0.0,0.0,0.0
759,(r)-pyridin-4-yl[4-(2-pyrrolidin-1-ylethoxy)phenyl]methanol,2,1,"[1, 2]",[3],,,,,,0.0,0.0,0.0,0.0,0.0
760,n-(pyridin-3-ylmethyl)aniline,2,1,"[1, 2]",[3],,,,,,0.0,0.0,0.0,0.0,0.0
761,"5-[2-(4-hydroxyphenyl)ethyl]benzene-1,3-diol",2,1,"[1, 2]",[3],,,,,,0.0,0.0,0.0,0.0,0.0
762,n-[4-(benzyloxy)phenyl]glycinamide,2,1,"[1, 2]",[3],,,,,,0.0,0.0,0.0,0.0,0.0
763,romosozumab,2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
764,flavone,2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
765,dg051,2,1,"[1, 2]",[3],,,,,,0.0,0.0,0.0,0.0,0.0
766,lomitapide,2,1,"[2, 3]",[4],-1.0,-1.0,-1.0,-0.5384615384615384,0.0833333333333333,-1.732050807568877,-2.6457513110645907,-3.0,-2.745625891934576,1.1547005383792512
767,3'-phospho-5'-adenylyl sulfate,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
768,1-hydroxy-2-s-glutathionyl-3-para-nitrophenoxy-propane,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
769,s-octylglutathione,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
770,tuberculin purified protein derivative,2,1,"[1, 5]",[2],,,,,,0.0,0.0,0.0,0.0,0.0
771,arginineamide,2,1,"[1, 2]",[3],,,,,,0.0,0.0,0.0,0.0,0.0
772,staurosporine,2,2,"[1, 2]","[3, 5]",0.3333333333333333,0.7142857142857143,0.7777777777777778,0.0769230769230769,0.0,0.5773502691896256,1.8898223650461363,2.3333333333333335,0.392232270276368,0.0
773,"4-(2-amino-1,3-thiazol-4-yl)phenol",2,1,"[1, 2]",[3],,,,,,0.0,0.0,0.0,0.0,0.0
774,n-{4-methyl-3-[(3-pyrimidin-4-ylpyridin-2-yl)amino]phenyl}-3-(trifluoromethyl)benzamide,2,1,"[1, 2]",[3],,,,,,0.0,0.0,0.0,0.0,0.0
775,duroquinone,2,1,"[1, 2]",[3],,,,,,0.0,0.0,0.0,0.0,0.0
776,norethisterone,2,2,"[3, 4]","[2, 5]",,,,,,0.0,0.0,0.0,0.0,0.0
777,pam2csk4,2,2,"[3, 5]","[1, 4]",,,,,,0.0,0.0,0.0,0.0,0.0
778,es-936,2,1,"[1, 2]",[3],,,,,,0.0,0.0,0.0,0.0,0.0
779,rh-1,2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
780,"5-methoxy-1,2-dimethyl-3-(phenoxymethyl)indole-4,7-dione",2,1,"[1, 2]",[3],,,,,,0.0,0.0,0.0,0.0,0.0
781,"3-hydroxymethyl-5-aziridinyl-1methyl-2-[1h-indole-4,7-dione]-propanol",2,1,"[1, 2]",[3],,,,,,0.0,0.0,0.0,0.0,0.0
782,(s)-alpha-methyl-4-carboxyphenylglycine,2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
783,kelatorphan,2,1,"[1, 2]",[3],,,,,,0.0,0.0,0.0,0.0,0.0
784,nidufexor,2,1,"[1, 2]",[3],,,,,,0.0,0.0,0.0,0.0,0.0
785,"3-(hydroxymethyl)-1-methyl-5-(2-methylaziridin-1-yl)-2-phenyl-1h-indole-4,7-dione",2,1,"[1, 2]",[3],,,,,,0.0,0.0,0.0,0.0,0.0
786,"bishydroxy[2h-1-benzopyran-2-one,1,2-benzopyrone]",2,1,"[1, 2]",[3],,,,,,0.0,0.0,0.0,0.0,0.0
787,tropifexor,2,1,"[1, 2]",[3],,,,,,0.0,0.0,0.0,0.0,0.0
788,fexaramine,2,1,"[1, 2]",[3],0.3333333333333333,0.1428571428571428,0.3333333333333333,0.2307692307692307,-0.0520833333333333,0.5773502691896256,0.3779644730092272,1.0,1.1766968108291045,-0.7216878364870322
789,"1-(2,2'-bithiophen-5-yl)methanamine",2,1,"[1, 2]",[3],,,,,,0.0,0.0,0.0,0.0,0.0
790,fenofibric acid,2,0,"[4, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
791,acetylcysteine,2,1,"[2, 3]",[5],,,,,,0.0,0.0,0.0,0.0,0.0
792,omalizumab,2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
793,n-cyclooctylglycyl-n-(4-carbamimidoylbenzyl)-l-prolinamide,2,1,"[2, 3]",[4],,,,,,0.0,0.0,0.0,0.0,0.0
794,etiprednol dicloacetate,2,0,"[2, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
795,labradimil,2,1,"[1, 2]",[3],,,,,,0.0,0.0,0.0,0.0,0.0
796,azelaic acid,2,1,"[3, 4]",[2],,,,,,0.0,0.0,0.0,0.0,0.0
797,anatibant,2,1,"[1, 2]",[3],,,,,,0.0,0.0,0.0,0.0,0.0
798,"3-fluoro-4-{[(2r)-2-hydroxy-2-(5,5,8,8-tetramethyl-5,6,7,8-tetrahydro-2-naphthalenyl)acetyl]amino}benzoic acid",2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
799,elafibranor,2,0,"[4, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
800,indeglitazar,2,0,"[4, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
801,"6-(4-{[2-(3-iodobenzyl)-3-oxocyclohex-1-en-1-yl]amino}phenyl)-5-methyl-4,5-dihydropyridazin-3(2h)-one",2,1,"[1, 2]",[3],,,,,,0.0,0.0,0.0,0.0,0.0
802,n-cycloheptylglycyl-n-(4-carbamimidoylbenzyl)-l-prolinamide,2,1,"[2, 3]",[4],,,,,,0.0,0.0,0.0,0.0,0.0
803,trimesic acid,2,1,"[1, 2]",[3],,,,,,0.0,0.0,0.0,0.0,0.0
804,"2,6-dicarboxynaphthalene",2,1,"[1, 2]",[3],,,,,,0.0,0.0,0.0,0.0,0.0
805,[4-({5-(aminocarbonyl)-4-[(3-methylphenyl)amino]pyrimidin-2-yl}amino)phenyl]acetic acid,2,0,"[1, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
806,4-carboxycinnamic acid,2,1,"[1, 2]",[3],,,,,,0.0,0.0,0.0,0.0,0.0
807,resiquimod,2,1,"[2, 5]",[3],0.3333333333333333,0.4285714285714285,0.5555555555555556,0.1538461538461538,0.0208333333333333,0.5773502691896256,1.1338934190276817,1.6666666666666667,0.7844645405527361,0.2886751345948128
808,terpinen-4-ol,2,0,"[4, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
809,ponatinib,2,2,"[1, 2]","[3, 4]",-0.3333333333333333,-0.4285714285714285,-0.5555555555555556,-0.4615384615384615,-0.09375,-0.5773502691896256,-1.1338934190276817,-1.6666666666666667,-2.3533936216582085,-1.2990381056766578
810,"hg9a-9, nonanoyl-n-hydroxyethylglucamide",2,1,"[1, 2]",[3],,,,,,0.0,0.0,0.0,0.0,0.0
811,odanacatib,2,1,"[2, 4]",[3],0.3333333333333333,-0.4285714285714285,-0.5555555555555556,-0.1538461538461538,-0.0625,0.5773502691896256,-1.1338934190276817,-1.6666666666666667,-0.7844645405527361,-0.8660254037844385
812,ysil6,2,1,"[4, 5]",[2],,,,,,0.0,0.0,0.0,0.0,0.0
813,clinofibrate,2,0,"[4, 5]",[],1.0,0.2857142857142857,0.0,0.1153846153846153,-0.015625,1.732050807568877,0.7559289460184545,0.0,0.5883484054145521,-0.2165063509461096
814,ketorolac,2,1,"[4, 5]",[3],-1.0,-0.4285714285714285,-0.5555555555555556,-0.3846153846153846,-0.1041666666666666,-1.732050807568877,-1.1338934190276817,-1.6666666666666667,-1.96116135138184,-1.4433756729740643
815,npi 32101,2,1,"[1, 2]",[3],,,,,,0.0,0.0,0.0,0.0,0.0
816,aleglitazar,2,0,"[4, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
817,afimetoran,2,1,"[2, 5]",[3],,,,,,0.0,0.0,0.0,0.0,0.0
818,omega-3 fatty acids,2,1,"[4, 5]",[2],,,,,,0.0,0.0,0.0,0.0,0.0
819,lyme disease vaccine (recombinant ospa),2,1,"[1, 5]",[2],,,,,,0.0,0.0,0.0,0.0,0.0
820,amgn-0007,2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
821,denosumab,2,1,"[1, 2]",[3],,,,,,0.0,0.0,0.0,0.0,0.0
822,s-ethyl-n-[4-(trifluoromethyl)phenyl]isothiourea,2,1,"[1, 5]",[2],,,,,,0.0,0.0,0.0,0.0,0.0
823,2-({6-[(3-chlorophenyl)amino]-9-isopropyl-9h-purin-2-yl}amino)ethanol,2,1,"[1, 3]",[4],,,,,,0.0,0.0,0.0,0.0,0.0
824,"4-({(2r,5s)-2,5-dimethyl-4-[(2r)-3,3,3-trifluoro-2-hydroxy-2-methylpropanoyl]piperazin-1-yl}carbonyl)benzonitrile",2,1,"[1, 2]",[3],,,,,,0.0,0.0,0.0,0.0,0.0
825,genistein,2,1,"[2, 3]",[4],0.3333333333333333,0.1428571428571428,0.3333333333333333,0.1538461538461538,0.09375,0.5773502691896256,0.3779644730092272,1.0,0.7844645405527361,1.2990381056766578
826,chlorobutanol,2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
827,beta carotene,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
828,(s)-n-(4-carbamimidoylbenzyl)-1-(3-cyclopentylpropanoyl)pyrrolidine-2-carboxamide,2,1,"[2, 3]",[4],,,,,,0.0,0.0,0.0,0.0,0.0
829,nifurtimox,2,0,"[2, 5]",[],1.0,0.4285714285714285,0.3333333333333333,0.3076923076923077,-0.1666666666666666,1.732050807568877,1.1338934190276817,1.0,1.568929081105472,-2.3094010767585025
830,netoglitazone,2,0,"[2, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
831,pascolizumab,2,0,"[2, 3]",[],,,,,,0.0,0.0,0.0,0.0,0.0
832,adalimumab,2,0,"[4, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
833,eflapegrastim,2,0,"[2, 3]",[],,,,,,0.0,0.0,0.0,0.0,0.0
