,drug_name,Cell senescence count,Cell senescence count marg,Cell senescence,Cell senescence marg,Cmap pAGE Cell senescence level1,Cmap pAGE Cell senescence level2,Cmap pAGE Cell senescence level3,Cmap pAGE Cell senescence level4,Cmap pAGE Cell senescence level5,Cmap pAGE Cell senescence level1 z_score,Cmap pAGE Cell senescence level2 z_score,Cmap pAGE Cell senescence level3 z_score,Cmap pAGE Cell senescence level4 z_score,Cmap pAGE Cell senescence level5 z_score
1090,lg-100268,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1091,"6-aminohexyl-uridine-c1,5'-diphosphate",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1092,camrelizumab,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1093,lapatinib,0,0,[],[],-1.0,-1.0,-0.4285714285714285,-0.125,-0.1612903225806451,-1.4142135623730951,-1.732050807568877,-1.1338934190276817,-0.5,-0.8980265101338745
1094,"5alpha-androstane-3beta,17alpha-diol",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1095,chir-124,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1096,mdl72527,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1097,medi0680,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1098,cilazapril,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1099,cilnidipine,0,0,[],[],0.0,-0.3333333333333333,-0.1428571428571428,0.125,-0.3548387096774194,0.0,-0.5773502691896256,-0.3779644730092272,0.5,-1.975658322294524
1100,cilomilast,0,0,[],[],0.0,0.3333333333333333,0.4285714285714285,0.25,-0.032258064516129,0.0,0.5773502691896256,1.1338934190276817,1.0,-0.1796053020267748
1101,lanadelumab,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1102,lamotrigine,0,0,[],[],0.0,-0.3333333333333333,-0.1428571428571428,0.0,-0.032258064516129,0.0,-0.5773502691896256,-0.3779644730092272,0.0,-0.1796053020267748
1103,lamivudine,0,0,[],[],1.0,1.0,1.0,0.5,0.1612903225806451,1.4142135623730951,1.732050807568877,2.6457513110645907,2.0,0.8980265101338745
1104,methyl(2-acetoxy-2-(2-carboxy-4-amino-phenyl))acetate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1105,laevulinic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1106,methyl-phosphonic acid mono-(4-nitro-phenyl) ester,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1107,lactose,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1108,enprofylline,0,0,[],[],1.0,1.0,0.1428571428571428,0.0,0.0967741935483871,1.4142135623730951,1.732050807568877,0.3779644730092272,0.0,0.5388159060803247
1109,d-phenylalanine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1110,mb07811,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1111,"5-ethyl-3-methyl-1,5-dihydro-4h-pyrazolo[4,3-c]quinolin-4-one",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1112,lasofoxifene,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1113,mf101,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1114,carboxymycobactin t,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1115,carboxymycobactin s,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1116,cinolazepam,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1117,l-thioproline,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1118,l-methionine (s)-s-oxide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1119,l-methionine (r)-s-oxide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1120,5-aminouracil,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1121,"5-{[(4-amino-3-chloro-5-fluorophenyl)sulfonyl]amino}-1,3,4-thiadiazole-2-sulfonamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1122,5-hydroxy-2-(4-hydroxyphenyl)-1-benzofuran-7-carbonitrile,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1123,camazepam,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1124,carteolol,0,0,[],[],1.0,0.3333333333333333,-0.4285714285714285,0.25,0.1612903225806451,1.4142135623730951,0.5773502691896256,-1.1338934190276817,1.0,0.8980265101338745
1125,lecanemab,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1126,lauryl alcohol diphosphonic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1127,lysergic acid diethylamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1128,lysophosphotidylserine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1129,latrunculin a,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1130,"1,4-butanediol",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1131,caroverine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1132,cefixime,0,0,[],[],0.0,-0.3333333333333333,-0.1428571428571428,0.0,0.032258064516129,0.0,-0.5773502691896256,-0.3779644730092272,0.0,0.1796053020267748
1133,sodium bicarbonate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1134,siplizumab,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1135,diosmin,0,0,[],[],0.0,0.3333333333333333,-0.4285714285714285,-0.375,-0.3548387096774194,0.0,0.5773502691896256,-1.1338934190276817,-1.5,-1.975658322294524
1136,bardoxolone,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1137,sitafloxacin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1138,dinoprostone,0,0,[],[],1.0,1.0,0.1428571428571428,0.125,0.032258064516129,1.4142135623730951,1.732050807568877,0.3779644730092272,0.5,0.1796053020267748
1139,dinoprost tromethamine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1140,carboxin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1141,rupatadine,0,0,[],[],0.0,-0.3333333333333333,0.4285714285714285,0.25,-0.032258064516129,0.0,-0.5773502691896256,1.1338934190276817,1.0,-0.1796053020267748
1142,rufloxacin,0,0,[],[],0.0,-0.3333333333333333,-0.4285714285714285,-0.25,-0.032258064516129,0.0,-0.5773502691896256,-1.1338934190276817,-1.0,-0.1796053020267748
1143,sodium carbonate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1144,cis-vaccenic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1145,sodium citrate,0,1,[],[1],,,,,,0.0,0.0,0.0,0.0,0.0
1146,emicizumab,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1147,eltrombopag,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1148,bafilomycin a1,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1149,elotuzumab,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1150,atropine,0,0,[],[],0.0,-0.3333333333333333,-0.1428571428571428,0.0,-0.032258064516129,0.0,-0.5773502691896256,-0.3779644730092272,0.0,-0.1796053020267748
1151,dipyridamole,0,0,[],[],1.0,1.0,0.1428571428571428,0.0,-0.0967741935483871,1.4142135623730951,1.732050807568877,0.3779644730092272,0.0,-0.5388159060803247
1152,seproxetine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1153,seractide acetate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1154,eluxadoline,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1155,sincalide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1156,sinapoyl coenzyme a,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1157,simvastatin,0,0,[],[],0.0,-0.3333333333333333,-0.4285714285714285,-0.25,-0.1612903225806451,0.0,-0.5773502691896256,-1.1338934190276817,-1.0,-0.8980265101338745
1158,elexacaftor,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1159,domperidone,0,0,[],[],-1.0,-1.0,0.1428571428571428,0.375,0.1612903225806451,-1.4142135623730951,-1.732050807568877,0.3779644730092272,1.5,0.8980265101338745
1160,1-acetyl-4-(4-{4-[(2-ethoxyphenyl)thio]-3-nitrophenyl}pyridin-2-yl)piperazine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1161,"(1s)-1-cyclopropyl-2-[(2s)-4-(2,5-difluorophenyl)-2-phenyl-2,5-dihydro-1h-pyrrol-1-yl]-2-oxoethanamine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1162,scopolamine,0,0,[],[],1.0,0.6666666666666666,-0.2857142857142857,-0.3125,-0.2580645161290322,1.4142135623730951,1.1547005383792512,-0.7559289460184545,-1.25,-1.436842416214199
1163,cefacetrile,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1164,1-3 sugar ring of pentamannosyl 6-phosphate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1165,1-(biphenyl-4-ylmethyl)-1h-imidazole,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1166,secnidazole,0,0,[],[],-1.0,-1.0,-0.7142857142857143,-0.125,-0.3548387096774194,-1.4142135623730951,-1.732050807568877,-1.8898223650461363,-0.5,-1.975658322294524
1167,dolutegravir,0,0,[],[],-1.0,-1.0,-0.1428571428571428,-0.125,0.0967741935483871,-1.4142135623730951,-1.732050807568877,-0.3779644730092272,-0.5,0.5388159060803247
1168,dolasetron,0,0,[],[],-1.0,-1.0,-0.1428571428571428,-0.125,0.0967741935483871,-1.4142135623730951,-1.732050807568877,-0.3779644730092272,-0.5,0.5388159060803247
1169,cefaloridine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1170,bamet-ud2,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1171,sennosides,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1172,cefalotin,0,0,[],[],0.0,0.3333333333333333,0.4285714285714285,-0.125,0.0967741935483871,0.0,0.5773502691896256,1.1338934190276817,-0.5,0.5388159060803247
1173,"1-(2,3-dihydro-1,4-benzodioxin-6-ylsulfonyl)-4-[(4-methoxyphenyl)sulfonyl]piperazine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1174,1-(1-phenylcyclopentyl)methylamine,0,2,[],"[1, 2]",,,,,,0.0,0.0,0.0,0.0,0.0
1175,banoxantrone,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1176,simeprevir,0,0,[],[],0.0,-0.3333333333333333,-0.1428571428571428,0.0,0.0967741935483871,0.0,-0.5773502691896256,-0.3779644730092272,0.0,0.5388159060803247
1177,beta-2-thienyl-l-alanine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1178,"(1s)-2-[(2s,5r)-2-(aminomethyl)-5-ethynylpyrrolidin-1-yl]-1-cyclopentyl-2-oxoethanamine",0,1,[],[1],,,,,,0.0,0.0,0.0,0.0,0.0
1179,1-(3-hydroxypropyl)-2-[(3-nitrobenzoyl)amino]-1h-benzimidazol-5-yl pivalate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1180,1-[2-(s)-amino-3-biphenyl-4-yl-propionyl]-pyrrolidine-2-(s)-carbonitrile,0,2,[],"[1, 2]",,,,,,0.0,0.0,0.0,0.0,0.0
1181,"octyl 3-amino-3-deoxy-2-o-(2,6-dideoxy-alpha-l-lyxo-hexopyranosyl)-beta-d-galactopyranoside",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1182,efonidipine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1183,1-methylimidazole,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1184,efpeglenatide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1185,1-methylhistidine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1186,"(1r)-2-[(diaminomethylene)amino]-1-{4-[(4r)-4-(hydroxymethyl)-1,3,2-dioxaborolan-2-yl]phenyl}ethyl nicotinate",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1187,"1-[3,3-dimethyl-2-(2-methylamino-propionylamino)-butyryl]-pyrrolidine-2-carboxylic acid(1,2,3,4-tetrahydro-naphthalen-1-yl)-amide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1188,azvudine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1189,b-nonylglucoside,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1190,"1-methyl-2-oxy-5,5-dimethyl pyrrolidine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1191,avatrombopag,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1192,dutogliptin,0,2,[],"[1, 2]",,,,,,0.0,0.0,0.0,0.0,0.0
1193,carfentanil,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1194,carfilzomib,0,0,[],[],-1.0,-1.0,-0.4285714285714285,-0.375,-0.2903225806451613,-1.4142135623730951,-1.732050807568877,-1.1338934190276817,-1.5,-1.6164477182409742
1195,"1-[4-(4-chlorobenzyl)-1-(7h-pyrrolo[2,3-d]pyrimidin-4-yl)piperidin-4-yl]methanamine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1196,carglumic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1197,sep-363856,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1198,sot-107,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1199,(1r)-2-[(cyanomethyl)amino]-1-({[2-(difluoromethoxy)benzyl]sulfonyl}methyl)-2-oxoethyl morpholine-4-carboxylate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1200,ep-2104r,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1201,octyl 3-deoxy-2-o-(6-deoxy-alpha-l-galactopyranosyl)-beta-d-xylo-hexopyranoside,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1202,serdexmethylphenidate,0,1,[],[3],,,,,,0.0,0.0,0.0,0.0,0.0
1203,1-naphthylamine-5-sulfonic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1204,serine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1205,alpha-maltotriose,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1206,"(1s)-2-[(2s,5r)-2-(aminomethyl)-5-prop-1-yn-1-ylpyrrolidin-1-yl]-1-cyclopentyl-2-oxoethanamine",0,2,[],"[1, 2]",,,,,,0.0,0.0,0.0,0.0,0.0
1207,ellagic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1208,alpha-tocopherol acetate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1209,diphenylpyraline,0,0,[],[],-1.0,-1.0,0.1428571428571428,-0.125,-0.032258064516129,-1.4142135623730951,-1.732050807568877,0.3779644730092272,-0.5,-0.1796053020267748
1210,diphenoxylate,0,1,[],[4],-1.0,-0.3333333333333333,-0.4285714285714285,-0.25,-0.3548387096774194,-1.4142135623730951,-0.5773502691896256,-1.1338934190276817,-1.0,-1.975658322294524
1211,diphenidol,0,0,[],[],0.0,-0.3333333333333333,-0.1428571428571428,-0.375,-0.1612903225806451,0.0,-0.5773502691896256,-0.3779644730092272,-1.5,-0.8980265101338745
1212,diphenhydramine,0,0,[],[],1.0,0.3333333333333333,0.1428571428571428,-0.25,-0.1612903225806451,1.4142135623730951,0.5773502691896256,0.3779644730092272,-1.0,-0.8980265101338745
1213,1-(2-phenylethyl)-4-phenyl-4-acetoxypiperidine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1214,bamifylline,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1215,sifalimumab,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1216,sildenafil,0,0,[],[],-1.0,-1.0,0.1428571428571428,-0.125,-0.032258064516129,-1.4142135623730951,-1.732050807568877,0.3779644730092272,-0.5,-0.1796053020267748
1217,silibinin,0,0,[],[],0.0,-0.3333333333333333,0.1428571428571428,0.125,-0.0967741935483871,0.0,-0.5773502691896256,0.3779644730092272,0.5,-0.5388159060803247
1218,silicon dioxide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1219,"(1s)-1-(1h-indol-3-ylmethyl)-2-(2-pyridin-4-yl-[1,7]naphtyridin-5-yloxy)-ehylamine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1220,avacopan,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1221,saquinavir,0,0,[],[],0.0,0.3333333333333333,0.1428571428571428,-0.125,-0.032258064516129,0.0,0.5773502691896256,0.3779644730092272,-0.5,-0.1796053020267748
1222,canaline,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1223,cis-diamminechlorocholylglycinateplatinum(ii),0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1224,dopamine,0,0,[],[],0.0,0.3333333333333333,0.1428571428571428,0.125,0.2258064516129032,0.0,0.5773502691896256,0.3779644730092272,0.5,1.257237114187424
1225,sotorasib,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1226,wrr-112,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1227,contulakin-g,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1228,conjugated estrogens,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1229,buclizine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1230,coproporphyrinogen iii,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1231,trihexyphenidyl,0,0,[],[],0.0,0.3333333333333333,-0.1428571428571428,-0.25,-0.0967741935483871,0.0,0.5773502691896256,-0.3779644730092272,-1.0,-0.5388159060803247
1232,"(3r,4r)-1-{6-[3-(methylsulfonyl)phenyl]pyrimidin-4-yl}-4-(2,4,5-trifluorophenyl)piperidin-3-amine",0,2,[],"[1, 2]",,,,,,0.0,0.0,0.0,0.0,0.0
1233,vonoprazan,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1234,trichlormethiazide,0,0,[],[],0.0,0.3333333333333333,-0.1428571428571428,-0.125,-0.032258064516129,0.0,0.5773502691896256,-0.3779644730092272,-0.5,-0.1796053020267748
1235,crofelemer,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1236,(2s)-2-(1h-indol-3-yl)hexanoic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1237,carbamoylcholine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1238,"(3r,4s)-1-{6-[3-(methylsulfonyl)phenyl]pyrimidin-4-yl}-4-(2,4,5-trifluorophenyl)pyrrolidin-3-amine",0,2,[],"[1, 2]",,,,,,0.0,0.0,0.0,0.0,0.0
1239,"(3r,4s)-1-[6-(6-methoxypyridin-3-yl)pyrimidin-4-yl]-4-(2,4,5-trifluorophenyl)pyrrolidin-3-amine",0,1,[],[1],,,,,,0.0,0.0,0.0,0.0,0.0
1240,(2s)-2-(1h-indol-3-yl)pentanoic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1241,tridihexethyl,0,0,[],[],0.0,0.3333333333333333,-0.1428571428571428,-0.125,-0.2903225806451613,0.0,0.5773502691896256,-0.3779644730092272,-0.5,-1.6164477182409742
1242,cimetidine,0,0,[],[],0.0,-0.3333333333333333,0.1428571428571428,0.125,0.032258064516129,0.0,-0.5773502691896256,0.3779644730092272,0.5,0.1796053020267748
1243,voxilaprevir,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1244,crisaborole,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1245,cdp323,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1246,"(3r,4s)-1-(3,4-dimethoxyphenyl)-3-(3-methylphenyl)piperidin-4-amine",0,1,[],[1],,,,,,0.0,0.0,0.0,0.0,0.0
1247,bucindolol,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1248,vofopitant,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1249,voglibose,0,0,[],[],-1.0,-1.0,-0.7142857142857143,-0.75,-0.3548387096774194,-1.4142135623730951,-1.732050807568877,-1.8898223650461363,-3.0,-1.975658322294524
1250,(2s)-2-(4-chlorophenyl)-2-[4-(1h-pyrazol-4-yl)phenyl]ethanamine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1251,"tricarbonyl(1,10-phenanthroline)rhenium(1+)",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1252,cromoglicic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1253,bromazepam,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1254,bromodiphenhydramine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1255,corticorelin ovine triflutate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1256,"(3r)-4-[(3r)-3-amino-4-(2,4,5-trifluorophenyl)butanoyl]-3-methyl-1,4-diazepan-2-one",0,2,[],"[1, 2]",,,,,,0.0,0.0,0.0,0.0,0.0
1257,trimethadione,0,0,[],[],1.0,1.0,0.1428571428571428,-0.375,-0.1612903225806451,1.4142135623730951,1.732050807568877,0.3779644730092272,-1.5,-0.8980265101338745
1258,trimethaphan,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1259,cinitapride,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1260,volixibat,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1261,(3r)-3-ethyl-n-[(4-methylphenyl)sulfonyl]-l-aspartic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1262,bromotheophylline,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1263,cinnarizine,0,0,[],[],-1.0,-0.3333333333333333,-0.1428571428571428,-0.375,-0.1612903225806451,-1.4142135623730951,-0.5773502691896256,-0.3779644730092272,-1.5,-0.8980265101338745
1264,cinchocaine,0,0,[],[],0.0,-0.3333333333333333,0.4285714285714285,0.5,0.4838709677419355,0.0,-0.5773502691896256,1.1338934190276817,2.0,2.6940795304016234
1265,brompheniramine,0,0,[],[],-1.0,-0.3333333333333333,0.1428571428571428,0.0,0.032258064516129,-1.4142135623730951,-0.5773502691896256,0.3779644730092272,0.0,0.1796053020267748
1266,coproporphyrin i,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1267,volasertib,0,0,[],[],-1.0,-1.0,-0.4285714285714285,-0.375,-0.2258064516129032,-1.4142135623730951,-1.732050807568877,-1.1338934190276817,-1.5,-1.257237114187424
1268,"(3r)-3-[(1,2,3,4-tetrahydroisoquinolin-7-yloxy)methyl]-2,3-dihydrothieno[2,3-f][1,4]oxazepin-5-amine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1269,triptorelin,0,0,[],[],0.0,-0.3333333333333333,-0.4285714285714285,-0.25,-0.1612903225806451,0.0,-0.5773502691896256,-1.1338934190276817,-1.0,-0.8980265101338745
1270,vosoritide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1271,triethylenetetramine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1272,vortioxetine,0,0,[],[],1.0,0.6666666666666666,0.0,0.0625,0.064516129032258,1.4142135623730951,1.1547005383792512,0.0,0.25,0.3592106040535497
1273,selatogrel,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1274,dithioerythritol,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1275,"beta-d-fructofuranose 1,6-bisphosphate",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1276,disulfiram,0,0,[],[],-1.0,-1.0,-0.1428571428571428,0.125,0.032258064516129,-1.4142135623730951,-1.732050807568877,-0.3779644730092272,0.5,0.1796053020267748
1277,[1-(6-{6-[(1-methylethyl)amino]-1h-indazol-1-yl}pyrazin-2-yl)-1h-pyrrol-3-yl]acetic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1278,beta-d-ribose-5-phosphate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1279,disopyramide,0,0,[],[],1.0,0.3333333333333333,-0.4285714285714285,-0.125,-0.1612903225806451,1.4142135623730951,0.5773502691896256,-1.1338934190276817,-0.5,-0.8980265101338745
1280,diroximel fumarate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1281,bambuterol,0,0,[],[],0.0,-0.3333333333333333,0.1428571428571428,0.375,0.1612903225806451,0.0,-0.5773502691896256,0.3779644730092272,1.5,0.8980265101338745
1282,semaglutide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1283,selexipag,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1284,1-deoxy-1-methoxycarbamido-beta-d-glucopyranose,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1285,dodecyltrimethylammonium,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1286,secukinumab,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1287,sarafloxacin,0,0,[],[],0.0,-0.3333333333333333,0.1428571428571428,0.25,0.032258064516129,0.0,-0.5773502691896256,0.3779644730092272,1.0,0.1796053020267748
1288,bafilomycin b1,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1289,calcium phosphate dihydrate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1290,saredutant,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1291,cis-tetracosenoyl sulfatide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1292,"1-azepan-1-yl-2-phenyl-2-(4-thioxo-1,4-dihydro-pyrazolo[3,4-d]pyrimidin-5-yl)ethanone adduct",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1293,elinogrel,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1294,cefadroxil,0,0,[],[],1.0,0.3333333333333333,-0.1428571428571428,-0.25,-0.1612903225806451,1.4142135623730951,0.5773502691896256,-0.3779644730092272,-1.0,-0.8980265101338745
1295,"(3r,4r,5r)-5-(hydroxymethyl)-1-(3-phenylpropyl)piperidine-3,4-diol",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1296,(1s)-2-(1h-indol-3-yl)-1-[({5-[(e)-2-pyridin-4-ylvinyl]pyridin-3-yl}oxy)methyl]ethylamine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1297,trifluoperazine,0,0,[],[],0.0,0.3333333333333333,0.4285714285714285,0.375,0.2903225806451613,0.0,0.5773502691896256,1.1338934190276817,1.5,1.6164477182409742
1298,creatine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
1299,"(3r,4r)-4-(pyrrolidin-1-ylcarbonyl)-1-(quinoxalin-2-ylcarbonyl)pyrrolidin-3-amine",0,2,[],"[1, 2]",,,,,,0.0,0.0,0.0,0.0,0.0
1300,triflupromazine,0,0,[],[],1.0,0.3333333333333333,0.1428571428571428,0.125,0.0967741935483871,1.4142135623730951,0.5773502691896256,0.3779644730092272,0.5,0.5388159060803247
