,drug_name,Loss of proteostasis count,Loss of proteostasis count marg,Loss of proteostasis,Loss of proteostasis marg,Cmap pAGE Loss of proteostasis level1,Cmap pAGE Loss of proteostasis level2,Cmap pAGE Loss of proteostasis level3,Cmap pAGE Loss of proteostasis level4,Cmap pAGE Loss of proteostasis level5,Cmap pAGE Loss of proteostasis level1 z_score,Cmap pAGE Loss of proteostasis level2 z_score,Cmap pAGE Loss of proteostasis level3 z_score,Cmap pAGE Loss of proteostasis level4 z_score,Cmap pAGE Loss of proteostasis level5 z_score
742,d-leucyl-n-(3-chlorobenzyl)-l-prolinamide,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
743,"(3z,6s)-6-chloro-1-(2-{[(5-chloro-1-benzothiophen-3-yl)methyl]amino}ethyl)-3-({2-[(2r)-2-piperidinyl]ethyl}imino)-2-piperazinol",1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
744,clomethiazole,1,1,[3],[4],-1.0,-1.0,-1.0,-0.3333333333333333,0.0671641791044776,-1.0,-1.0,-2.0,-1.2909944487358056,0.777481583023224
745,clofibrate,1,1,[4],[3],1.0,1.0,0.0,0.3333333333333333,-0.1044776119402985,1.0,1.0,0.0,1.2909944487358056,-1.209415795813904
746,tifuvirtide,1,1,[2],[3],,,,,,0.0,0.0,0.0,0.0,0.0
747,dapoxetine,1,1,[3],[4],,,,,,0.0,0.0,0.0,0.0,0.0
748,"(3r)-8-(dioxidosulfanyl)-3-methyl-1,2,3,4-tetrahydroquinoline",1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
749,bifonazole,1,0,[3],[],1.0,1.0,0.5,-0.6,-0.0597014925373134,1.0,1.0,1.0,-2.32379000772445,-0.691094740465088
750,conestat alfa,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
751,dorsomorphin,1,0,[5],[],-1.0,-1.0,-0.5,-0.3333333333333333,0.1194029850746268,-1.0,-1.0,-1.0,-1.2909944487358056,1.382189480930176
752,d-phenylalanyl-n-benzyl-l-prolinamide,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
753,ebastine,1,0,[4],[],,,,,,0.0,0.0,0.0,0.0,0.0
754,d-phenylalanyl-n-(3-fluorobenzyl)-l-prolinamide,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
755,acamprosate,1,0,[5],[],-1.0,-1.0,-0.5,-0.2,-0.0298507462686567,-1.0,-1.0,-1.0,-0.7745966692414835,-0.345547370232544
756,avalglucosidase alfa,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
757,beta-phenyl-d-phenylalanyl-n-propyl-l-prolinamide,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
758,bleomycin,1,1,[5],[4],,,,,,0.0,0.0,0.0,0.0,0.0
759,mebendazole,1,0,[4],[],1.0,1.0,0.0,-0.0666666666666666,-0.1940298507462686,1.0,1.0,0.0,-0.2581988897471611,-2.246057906511536
760,sofosbuvir,1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
761,diisopropylphosphono group,1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
762,antithrombin alfa,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
763,6-carbamimidoyl-2-[2-hydroxy-6-(4-hydroxy-phenyl)-indan-1-yl]-hexanoic acid,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
764,3-(7-diaminomethyl-naphthalen-2-yl)-propionic acid ethyl ester,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
765,3-methylphenylalanine,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
766,"n-{[(2s,3s)-3-(ethoxycarbonyl)oxiran-2-yl]carbonyl}-l-isoleucyl-l-alanine",1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
767,"n-{[(2s,3s)-3-(ethoxycarbonyl)oxiran-2-yl]carbonyl}-l-isoleucine",1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
768,diglyme,1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
769,n-methylphenylalanyl-n-[(trans-4-aminocyclohexyl)methyl]-l-prolinamide,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
770,"n-[(2r,3s)-3-amino-2-hydroxy-4-phenylbutyl]naphthalene-2-sulfonamide",1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
771,dinoprost,1,0,[5],[],-1.0,-1.0,0.0,-0.0666666666666666,0.0074626865671641,-1.0,-1.0,0.0,-0.2581988897471611,0.086386842558136
772,flovagatran,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
773,"n-({(2s,3s)-3-[(benzylamino)carbonyl]oxiran-2-yl}carbonyl)-l-isoleucyl-l-proline",1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
774,6-carbamimidoyl-2-[2-hydroxy-5-(3-methoxy-phenyl)-indan-1-yl]-hexanoic acid,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
775,gw-813893,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
776,"(2r,3r,4s,5r)-2-[6-amino-8-[(3,4-dichlorophenyl)methylamino]purin-9-yl]-5-(hydroxymethyl)oxolane-3,4-diol",1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
777,n-hydroxy-4-({4-[4-(trifluoromethyl)phenoxy]phenyl}sulfonyl)tetrahydro-2h-pyran-4-carboxamide,1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
778,inosinic acid,1,1,[1],[2],,,,,,0.0,0.0,0.0,0.0,0.0
779,alosetron,1,1,[3],[4],-1.0,-1.0,-0.5,-0.4666666666666667,-0.1791044776119403,-1.0,-1.0,-1.0,-1.807392228230128,-2.073284221395264
780,diacerein,1,0,[4],[],-1.0,-1.0,-1.0,0.0666666666666666,-0.1044776119402985,-1.0,-1.0,-2.0,0.2581988897471611,-1.209415795813904
781,aprotinin,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
782,sutimlimab,1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
783,"(2r)-n~4~-hydroxy-2-(3-hydroxybenzyl)-n~1~-[(1s,2r)-2-hydroxy-2,3-dihydro-1h-inden-1-yl]butanediamide",1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
784,diphenylacetic acid,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
785,felbamate,1,0,[3],[],1.0,1.0,0.0,-0.0666666666666666,-0.1417910447761194,1.0,1.0,0.0,-0.2581988897471611,-1.641350008604584
786,ethosuximide,1,0,[4],[],-1.0,-1.0,-0.5,-0.3333333333333333,-0.0223880597014925,-1.0,-1.0,-1.0,-1.2909944487358056,-0.259160527674408
787,dofetilide,1,1,[1],[2],-1.0,-1.0,0.0,0.2,0.044776119402985,-1.0,-1.0,0.0,0.7745966692414835,0.518321055348816
788,alpha-d-mannose 6-phosphate,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
789,"(r,r)-2,3-butanediol",1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
790,"3-(4-chlorophenyl)-5-(methylthio)-4h-1,2,4-triazole",1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
791,rhein,1,0,[4],[],,,,,,0.0,0.0,0.0,0.0,0.0
792,ximelagatran,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
793,vilazodone,1,0,[3],[],1.0,1.0,0.5,0.2,0.0746268656716417,1.0,1.0,1.0,0.7745966692414835,0.86386842558136
794,(2r)-2-(5-chloro-2-thienyl)-n-{(3s)-1-[(1s)-1-methyl-2-morpholin-4-yl-2-oxoethyl]-2-oxopyrrolidin-3-yl}propene-1-sulfonamide,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
795,proflavine,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
796,"[(2r)-1-[(2s)-2-[[(2s,3s)-1-chloro-6-(diaminomethylideneamino)-2-hydroxyhexan-3-yl]carbamoyl]pyrrolidin-1-yl]-1-oxo-3-phenylpropan-2-yl]azanium",1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
797,"2-(6-chloro-3-{[2,2-difluoro-2-(2-pyridinyl)ethyl]amino}-2-oxo-1(2h)-pyrazinyl)-n-[(2-fluoro-3-methyl-6-pyridinyl)methyl]acetamide",1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
798,"2-(6-chloro-3-{[2,2-difluoro-2-(1-oxido-2-pyridinyl)ethyl]amino}-2-oxo-1(2h)-pyrazinyl)-n-[(2-fluorophenyl)methyl]acetamide",1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
799,1-[2-amino-2-cyclohexyl-acetyl]-pyrrolidine-3-carboxylic acid 5-chloro-2-(2-ethylcarbamoyl-ethoxy)-benzylamide,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
800,gamma-carboxy-l-glutamic acid,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
801,2-(5-chloro-2-thienyl)-n-{(3s)-1-[(1s)-1-methyl-2-morpholin-4-yl-2-oxoethyl]-2-oxopyrrolidin-3-yl}ethanesulfonamide,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
802,n-allyl-5-amidinoaminooxy-propyloxy-3-chloro-n-cyclopentylbenzamide,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
803,"4-oxo-2-phenylmethanesulfonyl-octahydro-pyrrolo[1,2-a]pyrazine-6-carboxylic acid [1-(n-hydroxycarbamimidoyl)-piperidin-4-ylmethyl]-amide",1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
804,wx-uk1,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
805,"alpha,beta-methyleneadenosine 5'-triphosphate",1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
806,[phenylalaninyl-prolinyl]-[2-(pyridin-4-ylamino)-ethyl]-amine,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
807,n-(5-chloro-benzo[b]thiophen-3-ylmethyl)-2-[6-chloro-oxo-3-(2-pyridin-2-yl-ethylamino)-2h-pyrazin-1-yl]-acetamide,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
808,"2-[3-chloro-6-[2,2-difluoro-2-(1-oxidopyridin-1-ium-2-yl)ethyl]imino-1-hydroxypyridin-2-yl]-n-[(1r)-1-(3-chlorophenyl)ethyl]acetamide",1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
809,"1-(2-{[(6-amino-2-methylpyridin-3-yl)methyl]amino}ethyl)-6-chloro-3-[(2,2-difluoro-2-pyridin-2-ylethyl)amino]-1,4-dihydropyrazin-2-ol",1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
810,1-(hydroxymethyleneamino)-8-hydroxy-octane,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
811,"1-ter-butyl-3-p-tolyl-1h-pyrazolo[3,4-d]pyrimidin-4-ylamine",1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
812,2-[n'-(4-amino-butyl)-hydrazinocarbonyl]-pyrrolidine-1-carboxylic acid benzyl ester,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
813,pantothenoylaminoethenethiol,1,0,[4],[],,,,,,0.0,0.0,0.0,0.0,0.0
814,slx-4090,1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
815,piperaquine,1,0,[3],[],,,,,,0.0,0.0,0.0,0.0,0.0
816,"3-amino-3-benzyl-9-carboxamide[4.3.0]bicyclo-1,6-diazanonan-2-one",1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
817,metolazone,1,1,[3],[4],1.0,1.0,-0.5,-0.7333333333333333,-0.0895522388059701,1.0,1.0,-1.0,-2.8401877872187726,-1.036642110697632
818,trans-4-(guanidinomethyl)-cyclohexane-l-yl-d-3-cyclohexylalanyl-l-azetidine-2-yl-d-tyrosinyl-l-homoargininamide,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
819,"(3asr,4rs,8asr,8brs)-4-(2-(4-fluorobenzyl)-1,3-dioxodeacahydropyrrolo[3,4-a] pyrrolizin-4-yl)benzamidine",1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
820,1-guanidino-4-(n-phenylmethanesulfonyl-l-leucyl-l-prolylamino)butane,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
821,bms-488043,1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
822,1-guanidino-4-(n-nitro-benzoylamino-l-leucyl-l-prolylamino)butane,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
823,1-ethoxycarbonyl-d-phe-pro-2(4-aminobutyl)hydrazine,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
824,drotrecogin alfa,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
825,"benzyl n-({(2s,3s)-3-[(propylamino)carbonyl]oxiran-2-yl}carbonyl)-l-isoleucyl-l-prolinate",1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
826,cerliponase alfa,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
827,4-({[4-(3-methylbenzoyl)pyridin-2-yl]amino}methyl)benzenecarboximidamide,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
828,methyl l-phenylalaninate,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
829,n-ethyl-5'-carboxamido adenosine,1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
830,n-ethyl-n-isopropyl-3-methyl-5-{[(2s)-2-(pyridin-4-ylamino)propyl]oxy}benzamide,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
831,"5-(2-hydroxyethyl)nonane-1,9-diol",1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
832,"3-carbamimidamido-1,1-diphenylurea",1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
833,3-cyclohexyl-d-alanyl-n-(3-chlorobenzyl)-l-prolinamide,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
834,"n-[2-({[amino(imino)methyl]amino}oxy)ethyl]-2-{6-chloro-3-[(2,2-difluoro-2-phenylethyl)amino]-2-fluorophenyl}acetamide",1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
835,thiamylal,1,1,[3],[4],,,,,,0.0,0.0,0.0,0.0,0.0
836,tositumomab,1,0,[4],[],,,,,,0.0,0.0,0.0,0.0,0.0
837,"4-(2,5-diamino-5-hydroxy-pentyl)-phenol",1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
838,"n-[2-(carbamimidamidooxy)ethyl]-2-{6-cyano-3-[(2,2-difluoro-2-pyridin-2-ylethyl)amino]-2-fluorophenyl}acetamide",1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
839,"4-(1r,3as,4r,8as,8br)-[1-difluoromethyl-2-(4-fluorobenzyl)-3-oxodecahydropyrrolo[3,4-a]pyrrolizin-4-yl]benzamidine",1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
840,{(2s)-1-[n-(tert-butoxycarbonyl)glycyl]pyrrolidin-2-yl}methyl (3-chlorophenyl)acetate,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
841,"n-{2,2-difluoro-2-[(2r)-piperidin-2-yl]ethyl}-2-[2-(1h-1,2,4-triazol-1-yl)benzyl][1,3]oxazolo[4,5-c]pyridin-4-amine",1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
842,n-{3-methyl-5-[2-(pyridin-4-ylamino)-ethoxy]-phenyl}-benzenesulfonamide,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
843,4-(5-benzenesulfonylamino-1-methyl-1h-benzoimidazol-2-ylmethyl)-benzamidine,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
844,human c1-esterase inhibitor,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
845,3-amino-4-oxybenzyl-2-butanone,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
846,lysophosphotidylserine,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
847,"r-2-{[4'-methoxy-(1,1'-biphenyl)-4-yl]-sulfonyl}-amino-6-methoxy-hex-4-ynoic acid",1,2,[5],"[3, 4]",,,,,,0.0,0.0,0.0,0.0,0.0
848,"n-[3-(2-fluoroethoxy)phenyl]-n'-(1,3,4-trioxo-1,2,3,4-tetrahydroisoquinolin-6-yl)butanediamide",1,1,[1],[2],,,,,,0.0,0.0,0.0,0.0,0.0
849,"n-[(2r,3s)-3-amino-2-hydroxy-4-phenylbutyl]-4-methoxy-2,3,6-trimethylbenzenesulfonamide",1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
850,n-isobutyl-n-[4-methoxyphenylsulfonyl]glycyl hydroxamic acid,1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
851,"n-hydroxy-4-[(4-methoxylphenyl)sulfonyl]-2,2-dimethyl-hexahydro-1,4-thiazepine-3(s)-carboxamide",1,1,[5],[3],,,,,,0.0,0.0,0.0,0.0,0.0
852,"n-hydroxy 1n(4-methoxyphenyl)sulfonyl-4-(z,e-n-methoxyimino)pyrrolidine-2r-carboxamide",1,1,[5],[3],,,,,,0.0,0.0,0.0,0.0,0.0
853,lumasiran,1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
854,spebrutinib,1,1,[1],[2],,,,,,0.0,0.0,0.0,0.0,0.0
855,evolocumab,1,1,[5],[3],,,,,,0.0,0.0,0.0,0.0,0.0
856,temocapril,1,1,[3],[4],,,,,,0.0,0.0,0.0,0.0,0.0
857,felbinac,1,0,[2],[],-1.0,-1.0,-0.5,0.2,0.126865671641791,-1.0,-1.0,-1.0,0.7745966692414835,1.4685763234883122
858,gabexate,1,0,[2],[],-1.0,-1.0,0.0,-0.0666666666666666,0.044776119402985,-1.0,-1.0,0.0,-0.2581988897471611,0.518321055348816
859,roflumilast,1,0,[3],[],1.0,1.0,0.0,0.3333333333333333,-0.0223880597014925,1.0,1.0,0.0,1.2909944487358056,-0.259160527674408
860,lepirudin,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
861,rutin,1,1,[3],[4],1.0,1.0,-0.5,-0.0666666666666666,-0.0223880597014925,1.0,1.0,-1.0,-0.2581988897471611,-0.259160527674408
862,fomepizole,1,0,[4],[],1.0,1.0,0.5,0.3333333333333333,0.0895522388059701,1.0,1.0,1.0,1.2909944487358056,1.036642110697632
863,reteplase,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
864,capromab pendetide,1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
865,ridaforolimus,1,1,[3],[4],,,,,,0.0,0.0,0.0,0.0,0.0
866,"2-[3-(5-mercapto-[1,3,4]thiadiazol-2yl)-ureido]-n-methyl-3-pentafluorophenyl-propionamide",1,2,[5],"[3, 4]",,,,,,0.0,0.0,0.0,0.0,0.0
867,"5-{4-[(3,5-difluorobenzyl)amino]phenyl}-6-ethylpyrimidine-2,4-diamine",1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
868,(2s)-2-{[hydroxy(4-iodobenzyl)phosphoryl]methyl}pentanedioic acid,1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
869,alteplase,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
870,4-phosphonooxy-phenyl-methyl-[4-phosphonooxy]benzen,1,1,[1],[2],,,,,,0.0,0.0,0.0,0.0,0.0
871,"(5z)-13-chloro-14,16-dihydroxy-3,4,7,8,9,10-hexahydro-1h-2-benzoxacyclotetradecine-1,11(12h)-dione",1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
872,"n4-hydroxy-2-isobutyl-n1-(9-oxo-1,8-diaza-tricyclo[10.6.1.013,18]nonadeca-12(19),13,15,17-tetraen-10-yl)-succinamide",1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
873,"methyl 3-chloro-2-{3-[(2,5-dihydroxy-4-methoxyphenyl)amino]-3-oxopropyl}-4,6-dihydroxybenzoate",1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
874,bentiromide,1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
875,demegestone,1,1,[3],[4],,,,,,0.0,0.0,0.0,0.0,0.0
876,heptyl 1-thiohexopyranoside,1,1,[3],[4],,,,,,0.0,0.0,0.0,0.0,0.0
877,methylamino-phenylalanyl-leucyl-hydroxamic acid,1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
878,"2-[2-(1,3-dioxo-1,3-dihydro-2h-isoindol-2-yl)ethyl]-4-(4'-ethoxy-1,1'-biphenyl-4-yl)-4-oxobutanoic acid",1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
879,xl784,1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
880,n-acetylmethionine,1,1,[3],[4],,,,,,0.0,0.0,0.0,0.0,0.0
881,2-[(4-fluorophenyl)sulfonylamino]-n-oxo-ethanamide,1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
882,clazosentan,1,0,[3],[],,,,,,0.0,0.0,0.0,0.0,0.0
883,tirapazamine,1,1,[3],[4],1.0,1.0,0.5,-0.0666666666666666,0.0597014925373134,1.0,1.0,1.0,-0.2581988897471611,0.691094740465088
884,"cis-[4,5-bis-(4-bromophenyl)-2-(2-ethoxy-4-methoxyphenyl)-4,5-dihydroimidazol-1-yl]-[4-(2-hydroxyethyl)piperazin-1-yl]methanone",1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
885,"cis-[4,5-bis-(4-chlorophenyl)-2-(2-isopropoxy-4-methoxyphenyl)-4,5-dihyd roimidazol-1-yl]-piperazin-1-yl-methanone",1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
886,cloprednol,1,0,[3],[],,,,,,0.0,0.0,0.0,0.0,0.0
887,"{[2-(1h-1,2,3-benzotriazol-1-yl)-2-(3,4-difluorophenyl)propane-1,3-diyl]bis[4,1-phenylene(difluoromethylene)]}bis(phosphonic acid)",1,1,[1],[2],,,,,,0.0,0.0,0.0,0.0,0.0
888,navitoclax,1,0,[5],[],-1.0,-1.0,0.0,-0.3333333333333333,0.0895522388059701,-1.0,-1.0,0.0,-1.2909944487358056,1.036642110697632
889,p-benzoyl-l-phenylalanine,1,1,[1],[2],,,,,,0.0,0.0,0.0,0.0,0.0
890,"[{2-bromo-4-[(2r)-3-oxo-2,3-diphenylpropyl]phenyl}(difluoro)methyl]phosphonic acid",1,1,[1],[2],,,,,,0.0,0.0,0.0,0.0,0.0
891,[[cyclohexanesulfonyl-glycyl]-3[pyridin-4-yl-aminomethyl]alanyl]piperidine,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
892,vindesine,1,1,[3],[4],-1.0,-1.0,0.0,-0.2,0.0597014925373134,-1.0,-1.0,0.0,-0.7745966692414835,0.691094740465088
893,tetrachlorodecaoxide,1,0,[4],[],,,,,,0.0,0.0,0.0,0.0,0.0
894,dcfbc,1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
895,o-benzylsulfonyl-serine,1,0,[4],[],,,,,,0.0,0.0,0.0,0.0,0.0
896,nimodipine,1,0,[3],[],1.0,1.0,0.5,0.0666666666666666,-0.1865671641791045,1.0,1.0,1.0,0.2581988897471611,-2.1596710639534
897,picrotoxin,1,1,[4],[3],1.0,1.0,0.0,0.3333333333333333,-0.0074626865671641,1.0,1.0,0.0,1.2909944487358056,-0.086386842558136
898,piflufolastat f 18,1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
899,mm3122,1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
900,"(5z)-12-chloro-13,15-dihydroxy-4,7,8,9-tetrahydro-2-benzoxacyclotridecine-1,10(3h,11h)-dione",1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
901,3-(1h-indol-3-yl)-2-[4-(4-phenyl-piperidin-1-yl)-benzenesulfonylamino]-propionic acid,1,1,[5],[3],,,,,,0.0,0.0,0.0,0.0,0.0
902,inclisiran,1,1,[5],[3],,,,,,0.0,0.0,0.0,0.0,0.0
903,n-(4-carbamimidoylbenzyl)-1-(3-phenylpropanoyl)-l-prolinamide,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
904,2-chlorodideoxyadenosine,1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
905,pro-542,1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
906,anthranilic acid,1,2,[3],"[4, 5]",,,,,,0.0,0.0,0.0,0.0,0.0
907,etoricoxib,1,1,[3],[4],1.0,1.0,1.0,0.0666666666666666,-0.2313432835820895,1.0,1.0,2.0,0.2581988897471611,-2.6779921193022163
908,alirocumab,1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
909,"2-(6-chloro-3-{[2,2-difluoro-2-(2-pyridinyl)ethyl]amino}-2-oxo-1(2h)-pyrazinyl)-n-[(2-fluoro-6-pyridinyl)methyl]acetamide",1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
910,2-[2-(4-chloro-phenylsulfanyl)-acetylamino]-3-(4-guanidino-phenyl)-propionamide,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
911,4-[3-(4-chlorophenyl)-1h-pyrazol-5-yl]piperidine,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
912,4-tert-butylbenzenesulfonic acid,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
913,n-(3-propylcarbamoyloxirane-2-carbonyl)-isoleucyl-proline,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
914,n-(3-chlorobenzyl)-1-(4-methylpentanoyl)-l-prolinamide,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
915,n-(4-carbamimidoylbenzyl)-1-(4-methylpentanoyl)-l-prolinamide,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
916,2-aminoethanimidic acid,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
917,"4-[(3as,4r,7r,8as,8br)-2-(1,3-benzodioxol-5-ylmethyl)-7-hydroxy-1,3-dioxodecahydropyrrolo[3,4-a]pyrrolizin-4-yl]benzenecarboximidamide",1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
918,"methyl n-({(2s,3s)-3-[(propylamino)carbonyl]oxiran-2-yl}carbonyl)-l-isoleucyl-l-prolinate",1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
919,5-(dimethylamino)-2-naphthalenesulfonic acid,1,1,[2],[3],,,,,,0.0,0.0,0.0,0.0,0.0
920,lubiprostone,1,1,[3],[4],,,,,,0.0,0.0,0.0,0.0,0.0
921,mirodenafil,1,0,[4],[],1.0,1.0,1.0,0.2,0.1940298507462686,1.0,1.0,2.0,0.7745966692414835,2.246057906511536
922,6-(2-hydroxy-cyclopentyl)-7-oxo-heptanamidine,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
923,"n-{[(2s,3s)-3-(ethoxycarbonyl)oxiran-2-yl]carbonyl}-l-isoleucyl-l-isoleucine",1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
924,"n-{[(2s,3s)-3-(ethoxycarbonyl)-2-oxiranyl]carbonyl}-l-threonyl-l-isoleucine",1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
